age_years,rr_predicted,make,model,powertrain,vehicle_type
5,0.6012613770113209,chevrolet,suburban,cv,suv
1,0.8987598346951687,ford,bronco 4-door,cv,suv
1.5,0.9023254543350134,ford,bronco 4-door,cv,suv
2,0.9059052197376362,ford,bronco 4-door,cv,suv
2.5,0.9094991870230456,ford,bronco 4-door,cv,suv
3,0.913107412533893,ford,bronco 4-door,cv,suv
3.5,0.9167299528363564,ford,bronco 4-door,cv,suv
4,0.9203668647210268,ford,bronco 4-door,cv,suv
4.5,0.9240182052037984,ford,bronco 4-door,cv,suv
5,0.9276840315267628,ford,bronco 4-door,cv,suv
1,0.8989291053686309,chevrolet,silverado 1500 limited,cv,pickup
1.5,0.8743091915000202,chevrolet,silverado 1500 limited,cv,pickup
2,0.850363569024666,chevrolet,silverado 1500 limited,cv,pickup
2.5,0.8270737704172371,chevrolet,silverado 1500 limited,cv,pickup
3,0.8044218339418804,chevrolet,silverado 1500 limited,cv,pickup
3.5,0.7823902897996341,chevrolet,silverado 1500 limited,cv,pickup
4,0.7609621466552364,chevrolet,silverado 1500 limited,cv,pickup
4.5,0.7401208785329385,chevrolet,silverado 1500 limited,cv,pickup
5,0.7198504120712156,chevrolet,silverado 1500 limited,cv,pickup
1,1.2265879372247708,ram,ram 1500,cv,pickup
1.5,1.1641464999668165,ram,ram 1500,cv,pickup
2,1.1048837447817195,ram,ram 1500,cv,pickup
2.5,1.048637855731794,ram,ram 1500,cv,pickup
3,0.9952552543806495,ram,ram 1500,cv,pickup
3.5,0.9445901804499001,ram,ram 1500,cv,pickup
4,0.8965042938232213,ram,ram 1500,cv,pickup
4.5,0.8508662968110338,ram,ram 1500,cv,pickup
5,0.8075515756444109,ram,ram 1500,cv,pickup
1,0.9493099733674978,ford,maverick,cv,pickup
1.5,0.9185274357163016,ford,maverick,cv,pickup
2,0.8887430595200895,ford,maverick,cv,pickup
2.5,0.8599244781721342,ford,maverick,cv,pickup
3,0.8320403745925423,ford,maverick,cv,pickup
3.5,0.8050604471960614,ford,maverick,cv,pickup
4,0.7789553769634241,ford,maverick,cv,pickup
4.5,0.7536967955804432,ford,maverick,cv,pickup
5,0.7292572546102365,ford,maverick,cv,pickup
1,0.9087503324090827,hyundai,santa cruz,cv,pickup
1.5,0.8951217296651586,hyundai,santa cruz,cv,pickup
2,0.8816975161865009,hyundai,santa cruz,cv,pickup
2.5,0.8684746267306529,hyundai,santa cruz,cv,pickup
3,0.8554500420248488,hyundai,santa cruz,cv,pickup
3.5,0.8426207880766019,hyundai,santa cruz,cv,pickup
4,0.8299839354946337,hyundai,santa cruz,cv,pickup
4.5,0.8175365988199846,hyundai,santa cruz,cv,pickup
5,0.8052759358671586,hyundai,santa cruz,cv,pickup
1,0.8698660678691191,jeep,wrangler 4-door,cv,suv
1.5,0.8484215363862682,jeep,wrangler 4-door,cv,suv
2,0.8275056701169545,jeep,wrangler 4-door,cv,suv
2.5,0.8071054360458277,jeep,wrangler 4-door,cv,suv
3,0.7872081224563188,jeep,wrangler 4-door,cv,suv
3.5,0.7678013310097641,jeep,wrangler 4-door,cv,suv
4,0.7488729690197996,jeep,wrangler 4-door,cv,suv
4.5,0.7304112419172113,jeep,wrangler 4-door,cv,suv
5,0.7124046459005489,jeep,wrangler 4-door,cv,suv
1,1.0528795845853156,jeep,grand cherokee wk,cv,suv
1.5,0.9531590097786804,jeep,grand cherokee wk,cv,suv
2,0.8628831931242152,jeep,grand cherokee wk,cv,suv
2.5,0.7811576005026982,jeep,grand cherokee wk,cv,suv
3,0.7071724211173638,jeep,grand cherokee wk,cv,suv
3.5,0.6401945431589853,jeep,grand cherokee wk,cv,suv
4,0.5795602894736226,jeep,grand cherokee wk,cv,suv
4.5,0.5246688412514859,jeep,grand cherokee wk,cv,suv
5,0.47497628457290225,jeep,grand cherokee wk,cv,suv
1,0.7541122896900982,land rover,defender,cv,suv
1.5,0.7643093116794907,land rover,defender,cv,suv
2,0.7746442166590872,land rover,defender,cv,suv
2.5,0.785118869067251,land rover,defender,cv,suv
3,0.7957351585530724,land rover,defender,cv,suv
3.5,0.8064950003172648,land rover,defender,cv,suv
4,0.8174003354576718,land rover,defender,cv,suv
4.5,0.8284531313194444,land rover,defender,cv,suv
5,0.8396553818499549,land rover,defender,cv,suv
1,0.8488346502780335,jeep,wagoneer,cv,suv
1.5,0.8636021609730754,jeep,wagoneer,cv,suv
2,0.8786265878673519,jeep,wagoneer,cv,suv
2.5,0.8939124006331589,jeep,wagoneer,cv,suv
3,0.909464146703441,jeep,wagoneer,cv,suv
3.5,0.9252864526246248,jeep,wagoneer,cv,suv
4,0.9413840254329873,jeep,wagoneer,cv,suv
4.5,0.9577616540549687,jeep,wagoneer,cv,suv
5,0.9744242107318493,jeep,wagoneer,cv,suv
1,0.9381614810539581,volkswagen,taos,cv,cuv
1.5,0.8910059137190275,volkswagen,taos,cv,cuv
2,0.8462205647053404,volkswagen,taos,cv,cuv
2.5,0.8036862978173667,volkswagen,taos,cv,cuv
3,0.7632899650982787,volkswagen,taos,cv,cuv
3.5,0.7249241058382792,volkswagen,taos,cv,cuv
4,0.6884866607119158,volkswagen,taos,cv,cuv
4.5,0.6538807002839422,volkswagen,taos,cv,cuv
5,0.6210141671615088,volkswagen,taos,cv,cuv
1,0.6717033463687022,buick,lacrosse,cv,car
1.5,0.6425785798312214,buick,lacrosse,cv,car
2,0.6147166505722035,buick,lacrosse,cv,car
2.5,0.5880628025135244,buick,lacrosse,cv,car
3,0.5625646537769214,buick,lacrosse,cv,car
3.5,0.5381720937397141,buick,lacrosse,cv,car
4,0.5148371845541451,buick,lacrosse,cv,car
4.5,0.49251406693679906,buick,lacrosse,cv,car
5,0.4711588700429521,buick,lacrosse,cv,car
1,0.4197934143032088,chevrolet,impala limited,cv,car
1.5,0.42058616156117845,chevrolet,impala limited,cv,car
2,0.4213804058607729,chevrolet,impala limited,cv,car
2.5,0.42217615002903897,chevrolet,impala limited,cv,car
3,0.4229733968983621,chevrolet,impala limited,cv,car
3.5,0.42377214930647655,chevrolet,impala limited,cv,car
4,0.42457241009647545,chevrolet,impala limited,cv,car
4.5,0.4253741821168208,chevrolet,impala limited,cv,car
5,0.4261774682213537,chevrolet,impala limited,cv,car
1,0.6510079419675031,audi,a5 coupe,cv,car
1.5,0.6363230000692137,audi,a5 coupe,cv,car
2,0.6219693099186439,audi,a5 coupe,cv,car
2.5,0.6079393993908697,audi,a5 coupe,cv,car
3,0.5942259649114766,audi,a5 coupe,cv,car
3.5,0.5808218676545255,audi,a5 coupe,cv,car
4,0.5677201298262817,audi,a5 coupe,cv,car
4.5,0.5549139310327739,audi,a5 coupe,cv,car
5,0.5423966047292885,audi,a5 coupe,cv,car
1,0.7201653106592654,buick,regal,cv,car
1.5,0.6794717011017158,buick,regal,cv,car
2,0.6410775217365291,buick,regal,cv,car
2.5,0.604852841125648,buick,regal,cv,car
3,0.5706750697275651,buick,regal,cv,car
3.5,0.5384285450366412,buick,regal,cv,car
4,0.5080041401645115,buick,regal,cv,car
4.5,0.4792988945389634,buick,regal,cv,car
5,0.45221566547051706,buick,regal,cv,car
1,0.7417616932996262,buick,verano,cv,car
1.5,0.7061213015230552,buick,verano,cv,car
2,0.6721933701464503,buick,verano,cv,car
2.5,0.6398956183509072,buick,verano,cv,car
3,0.6091497187713704,buick,verano,cv,car
3.5,0.5798811075398788,buick,verano,cv,car
4,0.5520188034559107,buick,verano,cv,car
4.5,0.525495235845288,buick,verano,cv,car
5,0.50024608069016685,buick,verano,cv,car
1,0.1409758418087819,buick,lucerne,cv,car
1.5,0.1496393831588028,buick,lucerne,cv,car
2,0.15883533451439993,buick,lucerne,cv,car
2.5,0.16859641464525246,buick,lucerne,cv,car
3,0.178957353023089,buick,lucerne,cv,car
3.5,0.1899550133875419,buick,lucerne,cv,car
4,0.20162852490562835,buick,lucerne,cv,car
4.5,0.21401942139151703,buick,lucerne,cv,car
5,0.2271717890819184,buick,lucerne,cv,car
1,0.7939988168958867,audi,a5 cabriolet,cv,car
1.5,0.7733644234506646,audi,a5 cabriolet,cv,car
2,0.7532662753798585,audi,a5 cabriolet,cv,car
2.5,0.7336904367709665,audi,a5 cabriolet,cv,car
3,0.7146233338771417,audi,a5 cabriolet,cv,car
3.5,0.696051745705253,audi,a5 cabriolet,cv,car
4,0.6779627948485426,audi,a5 cabriolet,cv,car
4.5,0.6603439385575243,audi,a5 cabriolet,cv,car
5,0.64318296004293,audi,a5 cabriolet,cv,car
1,0.8586601021500134,audi,allroad,cv,car
1.5,0.8113905973374345,audi,allroad,cv,car
2,0.766723293418587,audi,allroad,cv,car
2.5,0.7245149384275751,audi,allroad,cv,car
3,0.6846301664636341,audi,allroad,cv,car
3.5,0.6469410635608004,audi,allroad,cv,car
4,0.611326757456591,audi,allroad,cv,car
4.5,0.5776730299440437,audi,allroad,cv,car
5,0.5458719505638975,audi,allroad,cv,car
1,0.5906461495767519,cadillac,cts sedan,cv,car
1.5,0.5629046040328383,cadillac,cts sedan,cv,car
2,0.536466027025529,cadillac,cts sedan,cv,car
2.5,0.511269220558314,cadillac,cts sedan,cv,car
3,0.48725586099018126,cadillac,cts sedan,cv,car
3.5,0.46437036403251175,cadillac,cts sedan,cv,car
4,0.4425597560868188,cadillac,cts sedan,cv,car
4.5,0.4217735516255123,cadillac,cts sedan,cv,car
5,0.40196363633185994,cadillac,cts sedan,cv,car
1,0.724487341853114,cadillac,ats,cv,car
1.5,0.6849750544548274,cadillac,ats,cv,car
2,0.6476176989169808,cadillac,ats,cv,car
2.5,0.612297748980557,cadillac,ats,cv,car
3,0.5789040880655691,cadillac,ats,cv,car
3.5,0.547331659698246,cadillac,ats,cv,car
4,0.5174811370033127,cadillac,ats,cv,car
4.5,0.48925861022159217,cadillac,ats,cv,car
5,0.4625752912698564,cadillac,ats,cv,car
1,0.713327773579795,audi,a5,cv,car
1.5,0.683247349615663,audi,a5,cv,car
2,0.6544353914808103,audi,a5,cv,car
2.5,0.626838409052825,audi,a5,cv,car
3,0.6004051678421465,audi,a5,cv,car
3.5,0.5750865938739518,audi,a5,cv,car
4,0.5508356825810915,audi,a5,cv,car
4.5,0.5276074115389325,audi,a5,cv,car
5,0.5053586568800982,audi,a5,cv,car
1,0.08952808655231122,mercury,grand marquis,cv,car
1.5,0.09817639990750836,mercury,grand marquis,cv,car
2,0.10766013069169282,mercury,grand marquis,cv,car
2.5,0.11805997929718282,mercury,grand marquis,cv,car
3,0.1294644416842299,mercury,grand marquis,cv,car
3.5,0.14197056242419076,mercury,grand marquis,cv,car
4,0.15568476048583005,mercury,grand marquis,cv,car
4.5,0.17072373479165945,mercury,grand marquis,cv,car
5,0.1872154572500094,mercury,grand marquis,cv,car
1,6.263194291203786e-4,ford,crown victoria,cv,car
1.5,9.82517910533704e-4,ford,crown victoria,cv,car
2,0.001541292509279601,ford,crown victoria,cv,car
2.5,0.00241785169887742,ford,crown victoria,cv,car
3,0.003792924965616582,ford,crown victoria,cv,car
3.5,0.005950025719723392,ford,crown victoria,cv,car
4,0.009333906256069256,ford,crown victoria,cv,car
4.5,0.01464225704240131,ford,crown victoria,cv,car
5,0.022969556947965132,ford,crown victoria,cv,car
1,0.1314539870269557,lincoln,town car,cv,car
1.5,0.1372790304217792,lincoln,town car,cv,car
2,0.14336219554663904,lincoln,town car,cv,car
2.5,0.14971492039830214,lincoln,town car,cv,car
3,0.1563491498187747,lincoln,town car,cv,car
3.5,0.16327735795483808,lincoln,town car,cv,car
4,0.1705125717128204,lincoln,town car,cv,car
4.5,0.1780683952527063,lincoln,town car,cv,car
5,0.18595903556763943,lincoln,town car,cv,car
1,0.6825634430225556,chevrolet,captiva sport,cv,cuv
1.5,0.6477859008721685,chevrolet,captiva sport,cv,cuv
2,0.6147803221200351,chevrolet,captiva sport,cv,cuv
2.5,0.58345642280442,chevrolet,captiva sport,cv,cuv
3,0.5537285190550769,chevrolet,captiva sport,cv,cuv
3.5,0.525515292712287,chevrolet,captiva sport,cv,cuv
4,0.4987395688879296,chevrolet,captiva sport,cv,cuv
4.5,0.4733281048601195,chevrolet,captiva sport,cv,cuv
5,0.4492113897239535,chevrolet,captiva sport,cv,cuv
1,1.0325230867907826,ford,flex,cv,cuv
1.5,0.9809253398337794,ford,flex,cv,cuv
2,0.9319060606370603,ford,flex,cv,cuv
2.5,0.8853363967529326,ford,flex,cv,cuv
3,0.8410939348110245,ford,flex,cv,cuv
3.5,0.7990623787415735,ford,flex,cv,cuv
4,0.7591312440786998,ford,flex,cv,cuv
4.5,0.7211955675401039,ford,flex,cv,cuv
5,0.6851556311197895,ford,flex,cv,cuv
1,1.3259638011560608,chevrolet,avalanche,cv,pickup
1.5,1.2316178277428582,chevrolet,avalanche,cv,pickup
2,1.1439848299716182,chevrolet,avalanche,cv,pickup
2.5,1.0625871611517692,chevrolet,avalanche,cv,pickup
3,0.986981160469224,chevrolet,avalanche,cv,pickup
3.5,0.9167547347977425,chevrolet,avalanche,cv,pickup
4,0.8515251125710679,chevrolet,avalanche,cv,pickup
4.5,0.7909367574732437,chevrolet,avalanche,cv,pickup
5,0.7346594305756049,chevrolet,avalanche,cv,pickup
1,0.8394253319953887,chevrolet,silverado 3500hd,cv,pickup
1.5,0.8284923762715439,chevrolet,silverado 3500hd,cv,pickup
2,0.817701815012464,chevrolet,silverado 3500hd,cv,pickup
2.5,0.8070517936251086,chevrolet,silverado 3500hd,cv,pickup
3,0.7965404816712762,chevrolet,silverado 3500hd,cv,pickup
3.5,0.7861660725530034,chevrolet,silverado 3500hd,cv,pickup
4,0.7759267832020619,chevrolet,silverado 3500hd,cv,pickup
4.5,0.7658208537734988,chevrolet,silverado 3500hd,cv,pickup
5,0.7558465473431699,chevrolet,silverado 3500hd,cv,pickup
1,0.9687298476126336,gmc,sierra denali,cv,pickup
1.5,0.9412896018946144,gmc,sierra denali,cv,pickup
2,0.9146266286916528,gmc,sierra denali,cv,pickup
2.5,0.8887189109792342,gmc,sierra denali,cv,pickup
3,0.8635450553871722,gmc,sierra denali,cv,pickup
3.5,0.8390842745339742,gmc,sierra denali,cv,pickup
4,0.8153163698616026,gmc,sierra denali,cv,pickup
4.5,0.7922217149564593,gmc,sierra denali,cv,pickup
5,0.76978123934282,gmc,sierra denali,cv,pickup
1,0.5878845663927852,ford,fusion hybrid,hev,car
1.5,0.5829723689624781,ford,fusion hybrid,hev,car
2,0.5781012164667954,ford,fusion hybrid,hev,car
2.5,0.5732707659458536,ford,fusion hybrid,hev,car
3,0.5684806773054453,ford,fusion hybrid,hev,car
3.5,0.563730613293094,ford,fusion hybrid,hev,car
4,0.5590202394743099,ford,fusion hybrid,hev,car
4.5,0.5543492242090432,ford,fusion hybrid,hev,car
5,0.5497172386283348,ford,fusion hybrid,hev,car
1,0.9305847655802515,honda,accord,hev,car
1.5,0.8974178646506102,honda,accord,hev,car
2,0.8654330627171746,honda,accord,hev,car
2.5,0.8345882286794297,honda,accord,hev,car
3,0.8048427330282135,honda,accord,hev,car
3.5,0.776157394327613,honda,accord,hev,car
4,0.7484944276042959,honda,accord,hev,car
4.5,0.7218173945762935,honda,accord,hev,car
5,0.6960911556556767,honda,accord,hev,car
1,0.6344455488794707,bmw,i3,hev,car
1.5,0.6016341245482779,bmw,i3,hev,car
2,0.5705195985065334,bmw,i3,hev,car
2.5,0.541014212789948,bmw,i3,hev,car
3,0.5130347479857439,bmw,i3,hev,car
3.5,0.4865022885137889,bmw,i3,hev,car
4,0.4613420000466145,bmw,i3,hev,car
4.5,0.43748291844053283,bmw,i3,hev,car
5,0.41485774958253857,bmw,i3,hev,car
