age_bin,powertrain,vehicle_type,quantile,rr
118.5,BEV,Car,50,0.2915861619413974
118.5,BEV,Car,75,0.36255743219378667
121.5,BEV,Car,25,0.21901573921170897
121.5,BEV,Car,50,0.2780744194303662
121.5,BEV,Car,75,0.3550325226112668
124.5,BEV,Car,25,0.20753147128737556
124.5,BEV,Car,50,0.254289711120926
124.5,BEV,Car,75,0.3210869513829861
127.5,BEV,Car,25,0.20612246418300026
127.5,BEV,Car,50,0.24891824493086923
127.5,BEV,Car,75,0.30684281157528315
130.5,BEV,Car,25,0.2066174201785319
130.5,BEV,Car,50,0.25000238367699085
130.5,BEV,Car,75,0.30116667990815854
133.5,BEV,Car,25,0.19416341177586297
133.5,BEV,Car,50,0.2399368534982844
133.5,BEV,Car,75,0.28910896979470296
136.5,BEV,Car,25,0.18404286055952312
136.5,BEV,Car,50,0.22085844746820127
136.5,BEV,Car,75,0.2641278567811643
139.5,BEV,Car,25,0.18649122130355916
139.5,BEV,Car,50,0.2125198569976325
139.5,BEV,Car,75,0.24452801599334179
142.5,BEV,Car,25,0.17546143624898913
142.5,BEV,Car,50,0.20553831731100275
142.5,BEV,Car,75,0.24612266154216905
145.5,BEV,Car,25,0.16028015826390685
145.5,BEV,Car,50,0.1933946145719082
145.5,BEV,Car,75,0.2276531272269459
148.5,BEV,Car,25,0.15205910157447172
148.5,BEV,Car,50,0.18110055612934167
148.5,BEV,Car,75,0.2194424671396468
151.5,BEV,Car,25,0.14573603787060255
151.5,BEV,Car,50,0.17955394884949666
151.5,BEV,Car,75,0.2142202294584112
154.5,BEV,Car,25,0.13879903608359895
154.5,BEV,Car,50,0.17761724206745164
154.5,BEV,Car,75,0.213845196639599
157.5,BEV,Car,25,0.13088401490204477
157.5,BEV,Car,50,0.16438969871247813
157.5,BEV,Car,75,0.20088697998787441
160.5,BEV,Car,25,0.12041001222431424
160.5,BEV,Car,50,0.15301186272014478
160.5,BEV,Car,75,0.19360644156335327
163.5,BEV,Car,25,0.11958690880063862
163.5,BEV,Car,50,0.14964079026142488
163.5,BEV,Car,75,0.17661145479944124
166.5,BEV,Car,25,0.11786569546996609
166.5,BEV,Car,50,0.14456695270405112
166.5,BEV,Car,75,0.17912592296946717
169.5,BEV,Car,25,0.11345040909998005
169.5,BEV,Car,50,0.14368389543005392
169.5,BEV,Car,75,0.17945519856316106
172.5,BEV,Car,25,0.11740171622430653
172.5,BEV,Car,50,0.13883456395928956
172.5,BEV,Car,75,0.15706445819197767
19.5,BEV,Minivan,25,0.7012531328320801
19.5,BEV,Minivan,50,0.7894360902255639
19.5,BEV,Minivan,75,0.9773934837092734
22.5,BEV,Minivan,25,0.6516040100250626
22.5,BEV,Minivan,50,0.7204887218045113
22.5,BEV,Minivan,75,0.8361654135338347
25.5,BEV,Minivan,25,0.6514285714285715
25.5,BEV,Minivan,50,0.7011779448621555
25.5,BEV,Minivan,75,0.7468671679197996
28.5,BEV,Minivan,25,0.6942606516290726
28.5,BEV,Minivan,50,0.7866165413533834
28.5,BEV,Minivan,75,0.8017543859649122
31.5,BEV,Minivan,25,0.5849819059107358
31.5,BEV,Minivan,50,0.6014786967418546
31.5,BEV,Minivan,75,0.625416164053076
34.5,BEV,Minivan,25,0.5669240048250904
34.5,BEV,Minivan,50,0.5776888542224077
34.5,BEV,Minivan,75,0.7012781954887217
37.5,BEV,Minivan,25,0.5162846803377563
37.5,BEV,Minivan,50,0.5546682750301568
37.5,BEV,Minivan,75,0.5889473684210527
40.5,BEV,Minivan,25,0.47616541353383457
40.5,BEV,Minivan,50,0.5235087719298245
40.5,BEV,Minivan,75,0.576140350877193
43.5,BEV,Minivan,25,0.4629699248120301
43.5,BEV,Minivan,50,0.48225340190040844
43.5,BEV,Minivan,75,0.5261403508771929
46.5,BEV,Minivan,25,0.4254720133667502
46.5,BEV,Minivan,50,0.4521984091712998
46.5,BEV,Minivan,75,0.4878248395415559
49.5,BEV,Minivan,25,0.40947962865547466
49.5,BEV,Minivan,50,0.4506315789473684
49.5,BEV,Minivan,75,0.4820747889022919
52.5,BEV,Minivan,25,0.4095643322721762
52.5,BEV,Minivan,50,0.43409303377563335
52.5,BEV,Minivan,75,0.4774048712452623
55.5,BEV,Minivan,25,0.38602699686867953
55.5,BEV,Minivan,50,0.4263893763862813
55.5,BEV,Minivan,75,0.4673384456315699
58.5,BEV,Minivan,25,0.4034912270624289
58.5,BEV,Minivan,50,0.4336357056694813
58.5,BEV,Minivan,75,0.47491123995150725
61.5,BEV,Minivan,25,0.4090691596300764
61.5,BEV,Minivan,50,0.4363490148773623
61.5,BEV,Minivan,75,0.4792002556988907
64.5,BEV,Minivan,25,0.3858946521913953
64.5,BEV,Minivan,50,0.43407720144752715
64.5,BEV,Minivan,75,0.4740507481006497
67.5,BEV,Minivan,25,0.3859589867310012
67.5,BEV,Minivan,50,0.4728347406513872
67.5,BEV,Minivan,75,0.5511278195488721
70.5,BEV,Minivan,25,0.3848009650180941
70.5,BEV,Minivan,50,0.4342098914354644
70.5,BEV,Minivan,75,0.5411027568922306
73.5,BEV,Minivan,25,0.3797708082026538
73.5,BEV,Minivan,50,0.4342098914354644
73.5,BEV,Minivan,75,0.5762280701754385
76.5,BEV,Minivan,25,0.3377563329312424
76.5,BEV,Minivan,50,0.4402533172496984
76.5,BEV,Minivan,75,0.5403508771929825
79.5,BEV,Minivan,25,0.32747889022919185
79.5,BEV,Minivan,50,0.3984962406015038
79.5,BEV,Minivan,75,0.48226779252110985
82.5,BEV,Minivan,25,0.3859589867310012
82.5,BEV,Minivan,50,0.43627787804855933
82.5,BEV,Minivan,75,0.5010025062656642
85.5,BEV,Minivan,25,0.35766695085119304
85.5,BEV,Minivan,50,0.38720208240746623
85.5,BEV,Minivan,75,0.4413533834586466
88.5,BEV,Minivan,25,0.3507518796992481
88.5,BEV,Minivan,50,0.3810494571773221
88.5,BEV,Minivan,75,0.4318455971049457
91.5,BEV,Minivan,25,0.3496019300361881
91.5,BEV,Minivan,50,0.3737032569360676
91.5,BEV,Minivan,75,0.4009523809523809
94.5,BEV,Minivan,25,0.3377322074788902
94.5,BEV,Minivan,50,0.3980699638118214
94.5,BEV,Minivan,75,0.4243667068757539
97.5,BEV,Minivan,25,0.33751507840772016
97.5,BEV,Minivan,50,0.37588972431077694
97.5,BEV,Minivan,75,0.41578947368421054
100.5,BEV,Minivan,25,0.3376357056694813
100.5,BEV,Minivan,50,0.3617611580217129
100.5,BEV,Minivan,75,0.41010856453558503
103.5,BEV,Minivan,25,0.3374427020506635
103.5,BEV,Minivan,50,0.3617611580217129
103.5,BEV,Minivan,75,0.4243667068757539
106.5,BEV,Minivan,25,0.2891314837153197
106.5,BEV,Minivan,50,0.3594692400482509
106.5,BEV,Minivan,75,0.38576598311218335
109.5,BEV,Minivan,25,0.3227744270205067
109.5,BEV,Minivan,50,0.3536791314837153
109.5,BEV,Minivan,75,0.45814234016887817
112.5,BEV,Minivan,25,0.32808202653799756
112.5,BEV,Minivan,50,0.4002412545235223
112.5,BEV,Minivan,75,0.4340168878166466
115.5,BEV,Minivan,25,0.23363088057901088
115.5,BEV,Minivan,50,0.3375150784077201
115.5,BEV,Minivan,75,0.38588661037394445
118.5,BEV,Minivan,25,0.2894813027744271
118.5,BEV,Minivan,50,0.33489746682750304
118.5,BEV,Minivan,75,0.3857659831121834
121.5,BEV,Minivan,25,0.28919179734620026
121.5,BEV,Minivan,50,0.3195295536791315
121.5,BEV,Minivan,75,0.3618335343787696
124.5,BEV,Minivan,25,0.2171049457177322
124.5,BEV,Minivan,50,0.27744270205066346
124.5,BEV,Minivan,75,0.30395657418576594
127.5,BEV,Minivan,25,0.23881785283474066
127.5,BEV,Minivan,50,0.2773341375150784
127.5,BEV,Minivan,75,0.3325211097708082
130.5,BEV,Minivan,25,0.2147165259348613
130.5,BEV,Minivan,50,0.2346562123039807
130.5,BEV,Minivan,75,0.2653317249698432
133.5,BEV,Minivan,25,0.19285886610373945
133.5,BEV,Minivan,50,0.25314837153196623
133.5,BEV,Minivan,75,0.3014837153196622
136.5,BEV,Minivan,25,0.19278648974668278
136.5,BEV,Minivan,50,0.24123039806996383
136.5,BEV,Minivan,75,0.32786489746682757
139.5,BEV,Minivan,25,0.2892641737032569
139.5,BEV,Minivan,50,0.2892641737032569
139.5,BEV,Minivan,75,0.2892641737032569
13.5,BEV,Pickup,25,1.1276330013966933
13.5,BEV,Pickup,50,1.301644430177667
13.5,BEV,Pickup,75,1.6537689292654087
16.5,BEV,Pickup,25,1.0312203757947045
16.5,BEV,Pickup,50,1.2952464309101739
16.5,BEV,Pickup,75,1.498727564822745
19.5,BEV,Pickup,25,0.975956743600271
19.5,BEV,Pickup,50,1.2072245490796387
19.5,BEV,Pickup,75,1.3221722930741433
22.5,BEV,Pickup,25,0.8768655821831961
22.5,BEV,Pickup,50,1.0964150055840436
22.5,BEV,Pickup,75,1.2098817109233688
25.5,BEV,Pickup,25,0.8108474006455261
25.5,BEV,Pickup,50,0.9456384222976043
25.5,BEV,Pickup,75,1.1048028496510884
28.5,BEV,Pickup,25,0.7507715179308192
28.5,BEV,Pickup,50,0.8533122173561175
28.5,BEV,Pickup,75,1.0078786067566996
31.5,BEV,Pickup,25,0.8455488828759696
31.5,BEV,Pickup,50,0.93222008976329
31.5,BEV,Pickup,75,0.9984924394007318
34.5,BEV,Pickup,25,0.7831630123958101
34.5,BEV,Pickup,50,0.8639377754495969
34.5,BEV,Pickup,75,0.9148423048148606
37.5,BEV,Pickup,25,0.7474045000895018
37.5,BEV,Pickup,50,0.8254820532106112
37.5,BEV,Pickup,75,0.8724254089548427
40.5,BEV,Pickup,25,0.7146103923065925
40.5,BEV,Pickup,50,0.7871717120600324
40.5,BEV,Pickup,75,0.8332884409834551
43.5,BEV,Pickup,25,0.7405611775528979
43.5,BEV,Pickup,50,0.7950783140201197
43.5,BEV,Pickup,75,0.8290117096018735
13.5,BEV,SUV,25,0.9414281817930458
13.5,BEV,SUV,50,1.0835763502976847
13.5,BEV,SUV,75,1.1517382369525537
16.5,BEV,SUV,25,0.8912344125339033
16.5,BEV,SUV,50,1.0139887237797705
16.5,BEV,SUV,75,1.115955229568506
19.5,BEV,SUV,25,0.9992503597592883
19.5,BEV,SUV,50,1.0479957983193278
19.5,BEV,SUV,75,1.1598464253484857
22.5,BEV,SUV,25,0.9340211272780717
22.5,BEV,SUV,50,0.9741420833333335
22.5,BEV,SUV,75,1.0680738477043625
25.5,BEV,SUV,25,0.8560002429543246
25.5,BEV,SUV,50,0.8813532366071428
25.5,BEV,SUV,75,0.9267478134110787
28.5,BEV,SUV,25,0.8331290922619047
28.5,BEV,SUV,50,0.8581588183421517
28.5,BEV,SUV,75,0.894217509920635
31.5,BEV,SUV,25,0.9698544698544697
31.5,BEV,SUV,50,1.009908523908524
31.5,BEV,SUV,75,1.0323866943866944
34.5,BEV,SUV,25,0.9229459459459459
34.5,BEV,SUV,50,0.960043659043659
34.5,BEV,SUV,75,0.9899189189189189
37.5,BEV,SUV,25,0.873056133056133
37.5,BEV,SUV,50,0.8978794178794177
37.5,BEV,SUV,75,0.9168399168399167
40.5,BEV,SUV,25,0.8357214137214137
40.5,BEV,SUV,50,0.8482079002079002
40.5,BEV,SUV,75,0.8818253638253638
43.5,BEV,SUV,25,0.7982993762993763
43.5,BEV,SUV,50,0.8106112266112266
43.5,BEV,SUV,75,0.8355218295218295
13.5,BEV (Non-Tesla),All,25,0.7875829817245131
13.5,BEV (Non-Tesla),All,50,0.9124082891436046
13.5,BEV (Non-Tesla),All,75,1.0721454996873714
16.5,BEV (Non-Tesla),All,25,0.7593933149512063
16.5,BEV (Non-Tesla),All,50,0.8745834219134723
16.5,BEV (Non-Tesla),All,75,1.0078560413982591
19.5,BEV (Non-Tesla),All,25,0.7532755336132477
19.5,BEV (Non-Tesla),All,50,0.8691411907221196
19.5,BEV (Non-Tesla),All,75,0.9915715727050001
22.5,BEV (Non-Tesla),All,25,0.6575729804927268
22.5,BEV (Non-Tesla),All,50,0.767271028596205
22.5,BEV (Non-Tesla),All,75,0.9214920478535951
25.5,BEV (Non-Tesla),All,25,0.6197013016757947
25.5,BEV (Non-Tesla),All,50,0.7251328747829435
25.5,BEV (Non-Tesla),All,75,0.863373317750131
28.5,BEV (Non-Tesla),All,25,0.5647239195067361
28.5,BEV (Non-Tesla),All,50,0.6621857015880965
28.5,BEV (Non-Tesla),All,75,0.7940458864262452
31.5,BEV (Non-Tesla),All,25,0.6013825155380182
31.5,BEV (Non-Tesla),All,50,0.7040329242034596
31.5,BEV (Non-Tesla),All,75,0.8325817181325698
34.5,BEV (Non-Tesla),All,25,0.567316547361257
34.5,BEV (Non-Tesla),All,50,0.6683390602409592
34.5,BEV (Non-Tesla),All,75,0.7765833210542965
37.5,BEV (Non-Tesla),All,25,0.5340164430832157
37.5,BEV (Non-Tesla),All,50,0.6159853151205666
37.5,BEV (Non-Tesla),All,75,0.7186902287110057
40.5,BEV (Non-Tesla),All,25,0.511934018007778
40.5,BEV (Non-Tesla),All,50,0.5923231256084251
40.5,BEV (Non-Tesla),All,75,0.6927311615308754
43.5,BEV (Non-Tesla),All,25,0.45266781458963734
43.5,BEV (Non-Tesla),All,50,0.5581472345146243
43.5,BEV (Non-Tesla),All,75,0.6693594338610394
46.5,BEV (Non-Tesla),All,25,0.41730879553278066
46.5,BEV (Non-Tesla),All,50,0.5084623590257044
46.5,BEV (Non-Tesla),All,75,0.6137831622520767
49.5,BEV (Non-Tesla),All,25,0.40817526357203615
49.5,BEV (Non-Tesla),All,50,0.4942357061274039
49.5,BEV (Non-Tesla),All,75,0.5742765907094274
52.5,BEV (Non-Tesla),All,25,0.4014208312929911
52.5,BEV (Non-Tesla),All,50,0.4685845097344354
52.5,BEV (Non-Tesla),All,75,0.5524262579442181
55.5,BEV (Non-Tesla),All,25,0.38477121284919835
55.5,BEV (Non-Tesla),All,50,0.4470661109601645
55.5,BEV (Non-Tesla),All,75,0.5441836920819204
58.5,BEV (Non-Tesla),All,25,0.39310424369826946
58.5,BEV (Non-Tesla),All,50,0.4670263456272938
58.5,BEV (Non-Tesla),All,75,0.5552280158093973
61.5,BEV (Non-Tesla),All,25,0.4027551584279453
61.5,BEV (Non-Tesla),All,50,0.47313278338789827
61.5,BEV (Non-Tesla),All,75,0.5375310484081978
64.5,BEV (Non-Tesla),All,25,0.3791617171766738
64.5,BEV (Non-Tesla),All,50,0.4422265072329437
64.5,BEV (Non-Tesla),All,75,0.5090890314598503
67.5,BEV (Non-Tesla),All,25,0.3490023439112216
67.5,BEV (Non-Tesla),All,50,0.4195199663424671
67.5,BEV (Non-Tesla),All,75,0.5226960796190844
70.5,BEV (Non-Tesla),All,25,0.3426914937835907
70.5,BEV (Non-Tesla),All,50,0.4101617836690112
70.5,BEV (Non-Tesla),All,75,0.518226108585876
73.5,BEV (Non-Tesla),All,25,0.3361128445547707
73.5,BEV (Non-Tesla),All,50,0.41247053613259643
73.5,BEV (Non-Tesla),All,75,0.5011604834214108
76.5,BEV (Non-Tesla),All,25,0.32306046470591754
76.5,BEV (Non-Tesla),All,50,0.39479798355622797
76.5,BEV (Non-Tesla),All,75,0.478500907840912
79.5,BEV (Non-Tesla),All,25,0.3009445320541701
79.5,BEV (Non-Tesla),All,50,0.3937752140208316
79.5,BEV (Non-Tesla),All,75,0.4851708797721238
82.5,BEV (Non-Tesla),All,25,0.3099280255157714
82.5,BEV (Non-Tesla),All,50,0.40473395740387214
82.5,BEV (Non-Tesla),All,75,0.5064584481885872
85.5,BEV (Non-Tesla),All,25,0.320514549121844
85.5,BEV (Non-Tesla),All,50,0.40281306189704613
85.5,BEV (Non-Tesla),All,75,0.47662111103227894
88.5,BEV (Non-Tesla),All,25,0.31610400140287265
88.5,BEV (Non-Tesla),All,50,0.3952112028446704
88.5,BEV (Non-Tesla),All,75,0.4536033579664223
91.5,BEV (Non-Tesla),All,25,0.280026385425876
91.5,BEV (Non-Tesla),All,50,0.3704879951869254
91.5,BEV (Non-Tesla),All,75,0.43816365262235885
94.5,BEV (Non-Tesla),All,25,0.29675979741837183
94.5,BEV (Non-Tesla),All,50,0.3829654637511996
94.5,BEV (Non-Tesla),All,75,0.45829553406213297
97.5,BEV (Non-Tesla),All,25,0.28316867935466483
97.5,BEV (Non-Tesla),All,50,0.3645101520146153
97.5,BEV (Non-Tesla),All,75,0.43840508018565083
100.5,BEV (Non-Tesla),All,25,0.2560608731680077
100.5,BEV (Non-Tesla),All,50,0.3325267615354043
100.5,BEV (Non-Tesla),All,75,0.4012222567726734
103.5,BEV (Non-Tesla),All,25,0.24246093104107108
103.5,BEV (Non-Tesla),All,50,0.3231077579407749
103.5,BEV (Non-Tesla),All,75,0.3913490878995614
106.5,BEV (Non-Tesla),All,25,0.24425406200096766
106.5,BEV (Non-Tesla),All,50,0.31705294574599063
106.5,BEV (Non-Tesla),All,75,0.38765388799953243
109.5,BEV (Non-Tesla),All,25,0.2359337892678183
109.5,BEV (Non-Tesla),All,50,0.2998495045626884
109.5,BEV (Non-Tesla),All,75,0.38041670984744097
112.5,BEV (Non-Tesla),All,25,0.22350254364004304
112.5,BEV (Non-Tesla),All,50,0.2797982950908422
112.5,BEV (Non-Tesla),All,75,0.3521390477754145
115.5,BEV (Non-Tesla),All,25,0.21703392789281034
115.5,BEV (Non-Tesla),All,50,0.27438261292685473
115.5,BEV (Non-Tesla),All,75,0.33400093269763553
118.5,BEV (Non-Tesla),All,25,0.21094005345604835
118.5,BEV (Non-Tesla),All,50,0.2762978182654819
118.5,BEV (Non-Tesla),All,75,0.3410411665078953
121.5,BEV (Non-Tesla),All,25,0.20968123324799617
121.5,BEV (Non-Tesla),All,50,0.2719324824990196
121.5,BEV (Non-Tesla),All,75,0.34405427957148005
124.5,BEV (Non-Tesla),All,25,0.2004324195320234
124.5,BEV (Non-Tesla),All,50,0.24515997380734653
124.5,BEV (Non-Tesla),All,75,0.3040957580322712
127.5,BEV (Non-Tesla),All,25,0.1940748345809609
127.5,BEV (Non-Tesla),All,50,0.23476839869186514
127.5,BEV (Non-Tesla),All,75,0.2770090416036783
130.5,BEV (Non-Tesla),All,25,0.19926746718189298
130.5,BEV (Non-Tesla),All,50,0.2396333260610095
130.5,BEV (Non-Tesla),All,75,0.2774090623525326
133.5,BEV (Non-Tesla),All,25,0.19112719172962628
133.5,BEV (Non-Tesla),All,50,0.2316418663022511
133.5,BEV (Non-Tesla),All,75,0.2798970738797455
136.5,BEV (Non-Tesla),All,25,0.18569446030543268
136.5,BEV (Non-Tesla),All,50,0.21978886136802667
136.5,BEV (Non-Tesla),All,75,0.25980171222868836
139.5,BEV (Non-Tesla),All,25,0.1732342265247629
139.5,BEV (Non-Tesla),All,50,0.20364422321709633
139.5,BEV (Non-Tesla),All,75,0.2358533376862064
142.5,BEV (Non-Tesla),All,25,0.16518356594140365
142.5,BEV (Non-Tesla),All,50,0.19486499225578324
142.5,BEV (Non-Tesla),All,75,0.24468027990546296
145.5,BEV (Non-Tesla),All,25,0.15406129996223705
145.5,BEV (Non-Tesla),All,50,0.18828100876962428
145.5,BEV (Non-Tesla),All,75,0.22567465882497498
148.5,BEV (Non-Tesla),All,25,0.13961096879354293
148.5,BEV (Non-Tesla),All,50,0.17923810787146519
148.5,BEV (Non-Tesla),All,75,0.2247819050988571
151.5,BEV (Non-Tesla),All,25,0.13787957211870255
151.5,BEV (Non-Tesla),All,50,0.17898636626790854
151.5,BEV (Non-Tesla),All,75,0.2134582543790785
154.5,BEV (Non-Tesla),All,25,0.13509411943827102
154.5,BEV (Non-Tesla),All,50,0.1718034499818778
154.5,BEV (Non-Tesla),All,75,0.2127887594122817
157.5,BEV (Non-Tesla),All,25,0.12732552622498272
157.5,BEV (Non-Tesla),All,50,0.161122891478448
157.5,BEV (Non-Tesla),All,75,0.200262754871334
160.5,BEV (Non-Tesla),All,25,0.11471702518122673
160.5,BEV (Non-Tesla),All,50,0.14548238613403636
160.5,BEV (Non-Tesla),All,75,0.17878292755936942
163.5,BEV (Non-Tesla),All,25,0.11958690880063862
163.5,BEV (Non-Tesla),All,50,0.14964079026142488
163.5,BEV (Non-Tesla),All,75,0.17661145479944124
166.5,BEV (Non-Tesla),All,25,0.11786569546996609
166.5,BEV (Non-Tesla),All,50,0.14456695270405112
166.5,BEV (Non-Tesla),All,75,0.17912592296946717
169.5,BEV (Non-Tesla),All,25,0.11345040909998005
169.5,BEV (Non-Tesla),All,50,0.14368389543005392
169.5,BEV (Non-Tesla),All,75,0.17945519856316106
172.5,BEV (Non-Tesla),All,25,0.11740171622430653
172.5,BEV (Non-Tesla),All,50,0.13883456395928956
172.5,BEV (Non-Tesla),All,75,0.15706445819197767
13.5,BEV (Non-Tesla),CUV,25,0.7844996768952128
13.5,BEV (Non-Tesla),CUV,50,0.9006335262256442
13.5,BEV (Non-Tesla),CUV,75,1.0483366917525794
16.5,BEV (Non-Tesla),CUV,25,0.7468040050573643
16.5,BEV (Non-Tesla),CUV,50,0.8545133979694035
16.5,BEV (Non-Tesla),CUV,75,0.9992063286719772
19.5,BEV (Non-Tesla),CUV,25,0.7346377412664953
19.5,BEV (Non-Tesla),CUV,50,0.8485646466263359
19.5,BEV (Non-Tesla),CUV,75,0.9905448051113869
22.5,BEV (Non-Tesla),CUV,25,0.6427493013324638
22.5,BEV (Non-Tesla),CUV,50,0.7464139697528289
22.5,BEV (Non-Tesla),CUV,75,0.9012500182206626
25.5,BEV (Non-Tesla),CUV,25,0.6041417299765814
25.5,BEV (Non-Tesla),CUV,50,0.7072787337157285
25.5,BEV (Non-Tesla),CUV,75,0.8465420466907686
28.5,BEV (Non-Tesla),CUV,25,0.5491966793881468
28.5,BEV (Non-Tesla),CUV,50,0.6486980697835346
28.5,BEV (Non-Tesla),CUV,75,0.7720584217514885
31.5,BEV (Non-Tesla),CUV,25,0.6287074971246066
31.5,BEV (Non-Tesla),CUV,50,0.7186643329184604
31.5,BEV (Non-Tesla),CUV,75,0.8398719864279529
34.5,BEV (Non-Tesla),CUV,25,0.5927729900451797
34.5,BEV (Non-Tesla),CUV,50,0.6860379945249272
34.5,BEV (Non-Tesla),CUV,75,0.7753304113316682
37.5,BEV (Non-Tesla),CUV,25,0.5627198147147096
37.5,BEV (Non-Tesla),CUV,50,0.6433896588490741
37.5,BEV (Non-Tesla),CUV,75,0.7314923022949786
40.5,BEV (Non-Tesla),CUV,25,0.5306250965311795
40.5,BEV (Non-Tesla),CUV,50,0.5979596770630541
40.5,BEV (Non-Tesla),CUV,75,0.6805540501460519
43.5,BEV (Non-Tesla),CUV,25,0.5475284835147681
43.5,BEV (Non-Tesla),CUV,50,0.6187399488802239
43.5,BEV (Non-Tesla),CUV,75,0.7343189428691657
46.5,BEV (Non-Tesla),CUV,25,0.5055310903830577
46.5,BEV (Non-Tesla),CUV,50,0.5679666068032407
46.5,BEV (Non-Tesla),CUV,75,0.6529619333920584
49.5,BEV (Non-Tesla),CUV,25,0.48813208639070027
49.5,BEV (Non-Tesla),CUV,50,0.5411655631593235
49.5,BEV (Non-Tesla),CUV,75,0.602587887270348
52.5,BEV (Non-Tesla),CUV,25,0.47827226218260077
52.5,BEV (Non-Tesla),CUV,50,0.5371336513707949
52.5,BEV (Non-Tesla),CUV,75,0.5982519445692304
55.5,BEV (Non-Tesla),CUV,25,0.5015590227257415
55.5,BEV (Non-Tesla),CUV,50,0.5816523518692996
55.5,BEV (Non-Tesla),CUV,75,0.6522866975818693
58.5,BEV (Non-Tesla),CUV,25,0.46991464519322523
58.5,BEV (Non-Tesla),CUV,50,0.5319523781761211
58.5,BEV (Non-Tesla),CUV,75,0.5889307822420241
61.5,BEV (Non-Tesla),CUV,25,0.4461762063144406
61.5,BEV (Non-Tesla),CUV,50,0.4870384825083955
61.5,BEV (Non-Tesla),CUV,75,0.533594415513373
64.5,BEV (Non-Tesla),CUV,25,0.4079311578537452
64.5,BEV (Non-Tesla),CUV,50,0.45171442110589144
64.5,BEV (Non-Tesla),CUV,75,0.49859971760083843
67.5,BEV (Non-Tesla),CUV,25,0.3778257898060615
67.5,BEV (Non-Tesla),CUV,50,0.41416310179361854
67.5,BEV (Non-Tesla),CUV,75,0.459810750215663
70.5,BEV (Non-Tesla),CUV,25,0.3522003826176287
70.5,BEV (Non-Tesla),CUV,50,0.38382637525475494
70.5,BEV (Non-Tesla),CUV,75,0.4262497471673939
73.5,BEV (Non-Tesla),CUV,25,0.3322394040207877
73.5,BEV (Non-Tesla),CUV,50,0.36029995762179073
73.5,BEV (Non-Tesla),CUV,75,0.3948075806451083
76.5,BEV (Non-Tesla),CUV,25,0.31491265844450994
76.5,BEV (Non-Tesla),CUV,50,0.3441691274769502
76.5,BEV (Non-Tesla),CUV,75,0.38280034769979693
79.5,BEV (Non-Tesla),CUV,25,0.2909036144578313
79.5,BEV (Non-Tesla),CUV,50,0.32118473895582333
79.5,BEV (Non-Tesla),CUV,75,0.3446998722860792
82.5,BEV (Non-Tesla),CUV,25,0.28074297188755015
82.5,BEV (Non-Tesla),CUV,50,0.32108433734939756
82.5,BEV (Non-Tesla),CUV,75,0.341285140562249
85.5,BEV (Non-Tesla),CUV,25,0.2670481927710843
85.5,BEV (Non-Tesla),CUV,50,0.2992570281124498
85.5,BEV (Non-Tesla),CUV,75,0.3411847389558233
88.5,BEV (Non-Tesla),CUV,25,0.26706827309236947
88.5,BEV (Non-Tesla),CUV,50,0.2809236947791165
88.5,BEV (Non-Tesla),CUV,75,0.3172690763052209
91.5,BEV (Non-Tesla),CUV,25,0.2540160642570281
91.5,BEV (Non-Tesla),CUV,50,0.2811044176706827
91.5,BEV (Non-Tesla),CUV,75,0.32907630522088355
94.5,BEV (Non-Tesla),CUV,25,0.26102409638554214
94.5,BEV (Non-Tesla),CUV,50,0.29116465863453816
94.5,BEV (Non-Tesla),CUV,75,0.34337349397590367
97.5,BEV (Non-Tesla),CUV,25,0.29216867469879515
97.5,BEV (Non-Tesla),CUV,50,0.3161546184738956
97.5,BEV (Non-Tesla),CUV,75,0.35792168674698793
100.5,BEV (Non-Tesla),CUV,25,0.2409437751004016
100.5,BEV (Non-Tesla),CUV,50,0.291004016064257
100.5,BEV (Non-Tesla),CUV,75,0.30110441767068274
103.5,BEV (Non-Tesla),CUV,25,0.29297188755020076
103.5,BEV (Non-Tesla),CUV,50,0.3247791164658635
103.5,BEV (Non-Tesla),CUV,75,0.3714859437751004
106.5,BEV (Non-Tesla),CUV,25,0.2811044176706827
106.5,BEV (Non-Tesla),CUV,50,0.3212650602409639
106.5,BEV (Non-Tesla),CUV,75,0.3689759036144578
109.5,BEV (Non-Tesla),CUV,25,0.3001004016064257
109.5,BEV (Non-Tesla),CUV,50,0.33830321285140563
109.5,BEV (Non-Tesla),CUV,75,0.4014558232931727
112.5,BEV (Non-Tesla),CUV,25,0.286144578313253
112.5,BEV (Non-Tesla),CUV,50,0.32001004016064255
112.5,BEV (Non-Tesla),CUV,75,0.3613453815261044
115.5,BEV (Non-Tesla),CUV,25,0.3009839357429719
115.5,BEV (Non-Tesla),CUV,50,0.3260642570281125
115.5,BEV (Non-Tesla),CUV,75,0.3653714859437751
118.5,BEV (Non-Tesla),CUV,25,0.3130522088353414
118.5,BEV (Non-Tesla),CUV,50,0.3612449799196787
118.5,BEV (Non-Tesla),CUV,75,0.3813253012048193
121.5,BEV (Non-Tesla),CUV,25,0.29110441767068274
121.5,BEV (Non-Tesla),CUV,50,0.3382530120481928
121.5,BEV (Non-Tesla),CUV,75,0.3613453815261044
124.5,BEV (Non-Tesla),CUV,25,0.2791164658634538
124.5,BEV (Non-Tesla),CUV,50,0.3011847389558233
124.5,BEV (Non-Tesla),CUV,75,0.37751004016064255
127.5,BEV (Non-Tesla),CUV,25,0.2901606425702811
