HEAD
make,model,vehicle_type,powertrain,coef
3,30433.64399683501,cadillac,escalade,suv,cv,11898.890089756926
3.5,36383.08904171347,cadillac,escalade,suv,cv,11898.890089756926
4,42332.534086591935,cadillac,escalade,suv,cv,11898.890089756926
4.5,48281.9791314704,cadillac,escalade,suv,cv,11898.890089756926
5,54231.42417634886,cadillac,escalade,suv,cv,11898.890089756926
5.5,60180.86922122732,cadillac,escalade,suv,cv,11898.890089756926
6,66130.3142661058,cadillac,escalade,suv,cv,11898.890089756926
6.5,72079.75931098426,cadillac,escalade,suv,cv,11898.890089756926
7,78029.20435586272,cadillac,escalade,suv,cv,11898.890089756926
7.5,83978.64940074118,cadillac,escalade,suv,cv,11898.890089756926
8,89928.09444561964,cadillac,escalade,suv,cv,11898.890089756926
8.5,95877.53949049811,cadillac,escalade,suv,cv,11898.890089756926
9,101826.98453537657,cadillac,escalade,suv,cv,11898.890089756926
2,20767.24236252394,cadillac,escalade esv,suv,cv,13115.022970027256
2.5,27324.753847537566,cadillac,escalade esv,suv,cv,13115.022970027256
3,33882.26533255119,cadillac,escalade esv,suv,cv,13115.022970027256
3.5,40439.77681756482,cadillac,escalade esv,suv,cv,13115.022970027256
4,46997.28830257845,cadillac,escalade esv,suv,cv,13115.022970027256
4.5,53554.79978759208,cadillac,escalade esv,suv,cv,13115.022970027256
5,60112.31127260571,cadillac,escalade esv,suv,cv,13115.022970027256
5.5,66669.82275761933,cadillac,escalade esv,suv,cv,13115.022970027256
6,73227.33424263296,cadillac,escalade esv,suv,cv,13115.022970027256
6.5,79784.84572764659,cadillac,escalade esv,suv,cv,13115.022970027256
7,86342.35721266022,cadillac,escalade esv,suv,cv,13115.022970027256
7.5,92899.86869767384,cadillac,escalade esv,suv,cv,13115.022970027256
8,99457.38018268747,cadillac,escalade esv,suv,cv,13115.022970027256
8.5,106014.8916677011,cadillac,escalade esv,suv,cv,13115.022970027256
9,112572.40315271473,cadillac,escalade esv,suv,cv,13115.022970027256
2,25729.1797023249,chevrolet,tahoe,suv,cv,13744.089209009268
2.5,32601.224306829532,chevrolet,tahoe,suv,cv,13744.089209009268
3,39473.26891133417,chevrolet,tahoe,suv,cv,13744.089209009268
3.5,46345.3135158388,chevrolet,tahoe,suv,cv,13744.089209009268
4,53217.35812034344,chevrolet,tahoe,suv,cv,13744.089209009268
4.5,60089.40272484807,chevrolet,tahoe,suv,cv,13744.089209009268
5,66961.4473293527,chevrolet,tahoe,suv,cv,13744.089209009268
5.5,73833.49193385734,chevrolet,tahoe,suv,cv,13744.089209009268
6,80705.53653836196,chevrolet,tahoe,suv,cv,13744.089209009268
6.5,87577.5811428666,chevrolet,tahoe,suv,cv,13744.089209009268
7,94449.62574737123,chevrolet,tahoe,suv,cv,13744.089209009268
7.5,101321.67035187587,chevrolet,tahoe,suv,cv,13744.089209009268
8,108193.7149563805,chevrolet,tahoe,suv,cv,13744.089209009268
8.5,115065.75956088514,chevrolet,tahoe,suv,cv,13744.089209009268
9,121937.80416538977,chevrolet,tahoe,suv,cv,13744.089209009268
2,31712.94246267884,chevrolet,suburban,suv,cv,14448.088013736526
2.5,38936.986469547104,chevrolet,suburban,suv,cv,14448.088013736526
3,46161.03047641536,chevrolet,suburban,suv,cv,14448.088013736526
3.5,53385.07448328363,chevrolet,suburban,suv,cv,14448.088013736526
4,60609.118490151894,chevrolet,suburban,suv,cv,14448.088013736526
4.5,67833.16249702015,chevrolet,suburban,suv,cv,14448.088013736526
5,75057.20650388842,chevrolet,suburban,suv,cv,14448.088013736526
5.5,82281.25051075668,chevrolet,suburban,suv,cv,14448.088013736526
6,89505.29451762495,chevrolet,suburban,suv,cv,14448.088013736526
6.5,96729.3385244932,chevrolet,suburban,suv,cv,14448.088013736526
7,103953.38253136147,chevrolet,suburban,suv,cv,14448.088013736526
7.5,111177.42653822973,chevrolet,suburban,suv,cv,14448.088013736526
8,118401.470545098,chevrolet,suburban,suv,cv,14448.088013736526
8.5,125625.51455196626,chevrolet,suburban,suv,cv,14448.088013736526
9,132849.5585588345,chevrolet,suburban,suv,cv,14448.088013736526
2,18352.245363579754,dodge,durango,suv,cv,13787.113999128846
2.5,25245.802363144176,dodge,durango,suv,cv,13787.113999128846
3,32139.3593627086,dodge,durango,suv,cv,13787.113999128846
3.5,39032.91636227302,dodge,durango,suv,cv,13787.113999128846
4,45926.473361837445,dodge,durango,suv,cv,13787.113999128846
4.5,52820.03036140187,dodge,durango,suv,cv,13787.113999128846
5,59713.58736096629,dodge,durango,suv,cv,13787.113999128846
5.5,66607.14436053071,dodge,durango,suv,cv,13787.113999128846
6,73500.70136009513,dodge,durango,suv,cv,13787.113999128846
6.5,80394.25835965957,dodge,durango,suv,cv,13787.113999128846
7,87287.81535922398,dodge,durango,suv,cv,13787.113999128846
7.5,94181.3723587884,dodge,durango,suv,cv,13787.113999128846
8,101074.92935835282,dodge,durango,suv,cv,13787.113999128846
8.5,107968.48635791725,dodge,durango,suv,cv,13787.113999128846
9,114862.04335748167,dodge,durango,suv,cv,13787.113999128846
2,26296.815618930654,ford,expedition,suv,cv,14085.542367266733
2.5,33339.58680256402,ford,expedition,suv,cv,14085.542367266733
3,40382.357986197385,ford,expedition,suv,cv,14085.542367266733
3.5,47425.129169830754,ford,expedition,suv,cv,14085.542367266733
4,54467.90035346412,ford,expedition,suv,cv,14085.542367266733
4.5,61510.671537097485,ford,expedition,suv,cv,14085.542367266733
5,68553.44272073085,ford,expedition,suv,cv,14085.542367266733
5.5,75596.21390436422,ford,expedition,suv,cv,14085.542367266733
6,82638.98508799759,ford,expedition,suv,cv,14085.542367266733
6.5,89681.75627163095,ford,expedition,suv,cv,14085.542367266733
7,96724.52745526432,ford,expedition,suv,cv,14085.542367266733
7.5,103767.29863889769,ford,expedition,suv,cv,14085.542367266733
8,110810.06982253105,ford,expedition,suv,cv,14085.542367266733
8.5,117852.84100616442,ford,expedition,suv,cv,14085.542367266733
9,124895.61218979779,ford,expedition,suv,cv,14085.542367266733
2,17108.646870738263,ford,explorer,suv,cv,13941.009839018292
2.5,24079.151790247408,ford,explorer,suv,cv,13941.009839018292
3,31049.656709756557,ford,explorer,suv,cv,13941.009839018292
3.5,38020.1616292657,ford,explorer,suv,cv,13941.009839018292
4,44990.66654877485,ford,explorer,suv,cv,13941.009839018292
4.5,51961.171468283996,ford,explorer,suv,cv,13941.009839018292
5,58931.67638779314,ford,explorer,suv,cv,13941.009839018292
5.5,65902.18130730228,ford,explorer,suv,cv,13941.009839018292
6,72872.68622681143,ford,explorer,suv,cv,13941.009839018292
6.5,79843.19114632058,ford,explorer,suv,cv,13941.009839018292
7,86813.69606582972,ford,explorer,suv,cv,13941.009839018292
7.5,93784.20098533887,ford,explorer,suv,cv,13941.009839018292
8,100754.70590484802,ford,explorer,suv,cv,13941.009839018292
8.5,107725.21082435716,ford,explorer,suv,cv,13941.009839018292
9,114695.71574386631,ford,explorer,suv,cv,13941.009839018292
2,24121.91980992449,gmc,yukon,suv,cv,13469.583086675046
2.5,30856.711353262013,gmc,yukon,suv,cv,13469.583086675046
3,37591.50289659954,gmc,yukon,suv,cv,13469.583086675046
3.5,44326.29443993706,gmc,yukon,suv,cv,13469.583086675046
4,51061.085983274585,gmc,yukon,suv,cv,13469.583086675046
4.5,57795.8775266121,gmc,yukon,suv,cv,13469.583086675046
5,64530.669069949625,gmc,yukon,suv,cv,13469.583086675046
5.5,71265.46061328716,gmc,yukon,suv,cv,13469.583086675046
6,78000.25215662467,gmc,yukon,suv,cv,13469.583086675046
6.5,84735.04369996219,gmc,yukon,suv,cv,13469.583086675046
7,91469.83524329972,gmc,yukon,suv,cv,13469.583086675046
7.5,98204.62678663724,gmc,yukon,suv,cv,13469.583086675046
8,104939.41832997477,gmc,yukon,suv,cv,13469.583086675046
8.5,111674.20987331228,gmc,yukon,suv,cv,13469.583086675046
9,118409.00141664981,gmc,yukon,suv,cv,13469.583086675046
2,28406.772502498614,gmc,yukon xl,suv,cv,14551.643805386493
2.5,35682.59440519186,gmc,yukon xl,suv,cv,14551.643805386493
3,42958.416307885105,gmc,yukon xl,suv,cv,14551.643805386493
3.5,50234.238210578354,gmc,yukon xl,suv,cv,14551.643805386493
4,57510.060113271604,gmc,yukon xl,suv,cv,14551.643805386493
4.5,64785.882015964846,gmc,yukon xl,suv,cv,14551.643805386493
5,72061.7039186581,gmc,yukon xl,suv,cv,14551.643805386493
5.5,79337.52582135134,gmc,yukon xl,suv,cv,14551.643805386493
6,86613.3477240446,gmc,yukon xl,suv,cv,14551.643805386493
6.5,93889.16962673783,gmc,yukon xl,suv,cv,14551.643805386493
7,101164.99152943108,gmc,yukon xl,suv,cv,14551.643805386493
7.5,108440.81343212433,gmc,yukon xl,suv,cv,14551.643805386493
8,115716.63533481758,gmc,yukon xl,suv,cv,14551.643805386493
8.5,122992.45723751083,gmc,yukon xl,suv,cv,14551.643805386493
9,130268.27914020406,gmc,yukon xl,suv,cv,14551.643805386493
2,13863.087877910733,honda,passport,suv,cv,10345.152613888888
2.5,19035.664184855177,honda,passport,suv,cv,10345.152613888888
3,24208.24049179962,honda,passport,suv,cv,10345.152613888888
3.5,29380.816798744065,honda,passport,suv,cv,10345.152613888888
4,34553.39310568851,honda,passport,suv,cv,10345.152613888888
4.5,39725.969412632956,honda,passport,suv,cv,10345.152613888888
5,44898.5457195774,honda,passport,suv,cv,10345.152613888888
5.5,50071.12202652184,honda,passport,suv,cv,10345.152613888888
6,55243.69833346629,honda,passport,suv,cv,10345.152613888888
6.5,60416.27464041073,honda,passport,suv,cv,10345.152613888888
7,65588.85094735517,honda,passport,suv,cv,10345.152613888888
7.5,70761.42725429962,honda,passport,suv,cv,10345.152613888888
8,75934.00356124406,honda,passport,suv,cv,10345.152613888888
8.5,81106.5798681885,honda,passport,suv,cv,10345.152613888888
9,86279.15617513294,honda,passport,suv,cv,10345.152613888888
2,9470.759713054842,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
2.5,15039.110979202987,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
3,20607.462245351133,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
3.5,26175.813511499277,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
4,31744.164777647424,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
4.5,37312.51604379557,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
5,42880.867309943715,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
5.5,48449.21857609186,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
6,54017.56984224,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
6.5,59585.92110838815,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
7,65154.2723745363,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
7.5,70722.62364068444,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
8,76290.97490683259,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
8.5,81859.32617298073,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
9,87427.67743912888,jeep,all-new wrangler unlimited,suv,cv,11136.70253229629
2,13439.43638714656,lexus,lx,suv,cv,11753.298119533498
2.5,19316.08544691331,lexus,lx,suv,cv,11753.298119533498
3,25192.734506680055,lexus,lx,suv,cv,11753.298119533498
3.5,31069.383566446806,lexus,lx,suv,cv,11753.298119533498
4,36946.03262621356,lexus,lx,suv,cv,11753.298119533498
4.5,42822.68168598031,lexus,lx,suv,cv,11753.298119533498
5,48699.33074574705,lexus,lx,suv,cv,11753.298119533498
5.5,54575.9798055138,lexus,lx,suv,cv,11753.298119533498
6,60452.62886528055,lexus,lx,suv,cv,11753.298119533498
6.5,66329.2779250473,lexus,lx,suv,cv,11753.298119533498
7,72205.92698481405,lexus,lx,suv,cv,11753.298119533498
7.5,78082.5760445808,lexus,lx,suv,cv,11753.298119533498
8,83959.22510434754,lexus,lx,suv,cv,11753.298119533498
8.5,89835.8741641143,lexus,lx,suv,cv,11753.298119533498
9,95712.52322388104,lexus,lx,suv,cv,11753.298119533498
2,29439.018978960565,infiniti,qx,suv,cv,12325.859855746485
2.5,35601.94890683381,infiniti,qx,suv,cv,12325.859855746485
3,41764.87883470705,infiniti,qx,suv,cv,12325.859855746485
3.5,47927.808762580295,infiniti,qx,suv,cv,12325.859855746485
4,54090.73869045354,infiniti,qx,suv,cv,12325.859855746485
4.5,60253.66861832678,infiniti,qx,suv,cv,12325.859855746485
5,66416.59854620002,infiniti,qx,suv,cv,12325.859855746485
5.5,72579.52847407326,infiniti,qx,suv,cv,12325.859855746485
6,78742.45840194651,infiniti,qx,suv,cv,12325.859855746485
6.5,84905.38832981975,infiniti,qx,suv,cv,12325.859855746485
7,91068.318257693,infiniti,qx,suv,cv,12325.859855746485
7.5,97231.24818556623,infiniti,qx,suv,cv,12325.859855746485
8,103394.17811343947,infiniti,qx,suv,cv,12325.859855746485
8.5,109557.10804131272,infiniti,qx,suv,cv,12325.859855746485
9,115720.03796918596,infiniti,qx,suv,cv,12325.859855746485
2,17528.633859908616,land rover,lr4,suv,cv,11263.440188919736
2.5,23160.353954368486,land rover,lr4,suv,cv,11263.440188919736
3,28792.07404882835,land rover,lr4,suv,cv,11263.440188919736
3.5,34423.79414328822,land rover,lr4,suv,cv,11263.440188919736
4,40055.51423774809,land rover,lr4,suv,cv,11263.440188919736
4.5,45687.234332207954,land rover,lr4,suv,cv,11263.440188919736
5,51318.95442666783,land rover,lr4,suv,cv,11263.440188919736
5.5,56950.674521127694,land rover,lr4,suv,cv,11263.440188919736
6,62582.39461558756,land rover,lr4,suv,cv,11263.440188919736
6.5,68214.11471004743,land rover,lr4,suv,cv,11263.440188919736
7,73845.83480450729,land rover,lr4,suv,cv,11263.440188919736
7.5,79477.55489896717,land rover,lr4,suv,cv,11263.440188919736
8,85109.27499342704,land rover,lr4,suv,cv,11263.440188919736
8.5,90740.9950878869,land rover,lr4,suv,cv,11263.440188919736
9,96372.71518234677,land rover,lr4,suv,cv,11263.440188919736
2,19235.402952108612,toyota,sequoia,suv,cv,14241.502642242256
2.5,26356.154273229742,toyota,sequoia,suv,cv,14241.502642242256
3,33476.90559435087,toyota,sequoia,suv,cv,14241.502642242256
3.5,40597.656915472,toyota,sequoia,suv,cv,14241.502642242256
4,47718.408236593124,toyota,sequoia,suv,cv,14241.502642242256
4.5,54839.15955771426,toyota,sequoia,suv,cv,14241.502642242256
5,61959.910878835384,toyota,sequoia,suv,cv,14241.502642242256
5.5,69080.66219995651,toyota,sequoia,suv,cv,14241.502642242256
6,76201.41352107764,toyota,sequoia,suv,cv,14241.502642242256
6.5,83322.16484219876,toyota,sequoia,suv,cv,14241.502642242256
7,90442.9161633199,toyota,sequoia,suv,cv,14241.502642242256
7.5,97563.66748444102,toyota,sequoia,suv,cv,14241.502642242256
8,104684.41880556215,toyota,sequoia,suv,cv,14241.502642242256
8.5,111805.17012668328,toyota,sequoia,suv,cv,14241.502642242256
9,118925.9214478044,toyota,sequoia,suv,cv,14241.502642242256
2,24358.54567217483,infiniti,qx80,suv,cv,12445.911722733113
2.5,30581.50153354139,infiniti,qx80,suv,cv,12445.911722733113
3,36804.45739490794,infiniti,qx80,suv,cv,12445.911722733113
3.5,43027.4132562745,infiniti,qx80,suv,cv,12445.911722733113
4,49250.36911764106,infiniti,qx80,suv,cv,12445.911722733113
4.5,55473.324979007615,infiniti,qx80,suv,cv,12445.911722733113
5,61696.28084037417,infiniti,qx80,suv,cv,12445.911722733113
5.5,67919.23670174072,infiniti,qx80,suv,cv,12445.911722733113
6,74142.19256310728,infiniti,qx80,suv,cv,12445.911722733113
6.5,80365.14842447384,infiniti,qx80,suv,cv,12445.911722733113
7,86588.1042858404,infiniti,qx80,suv,cv,12445.911722733113
7.5,92811.06014720695,infiniti,qx80,suv,cv,12445.911722733113
8,99034.01600857351,infiniti,qx80,suv,cv,12445.911722733113
8.5,105256.97186994007,infiniti,qx80,suv,cv,12445.911722733113
9,111479.92773130663,infiniti,qx80,suv,cv,12445.911722733113
2,137729.23462901992,jeep,commander,suv,cv,-3784.0092500836963
2.5,135837.23000397807,jeep,commander,suv,cv,-3784.0092500836963
3,133945.22537893621,jeep,commander,suv,cv,-3784.0092500836963
3.5,132053.22075389436,jeep,commander,suv,cv,-3784.0092500836963
4,130161.21612885251,jeep,commander,suv,cv,-3784.0092500836963
4.5,128269.21150381067,jeep,commander,suv,cv,-3784.0092500836963
5,126377.20687876882,jeep,commander,suv,cv,-3784.0092500836963
5.5,124485.20225372697,jeep,commander,suv,cv,-3784.0092500836963
6,122593.19762868513,jeep,commander,suv,cv,-3784.0092500836963
6.5,120701.19300364328,jeep,commander,suv,cv,-3784.0092500836963
7,118809.18837860142,jeep,commander,suv,cv,-3784.0092500836963
7.5,116917.18375355958,jeep,commander,suv,cv,-3784.0092500836963
8,115025.17912851773,jeep,commander,suv,cv,-3784.0092500836963
8.5,113133.17450347588,jeep,commander,suv,cv,-3784.0092500836963
9,111241.16987843404,jeep,commander,suv,cv,-3784.0092500836963
2,19096.86227738377,bmw,x7,suv,cv,9512.618398807195
2.5,23853.171476787367,bmw,x7,suv,cv,9512.618398807195
3,28609.480676190968,bmw,x7,suv,cv,9512.618398807195
3.5,33365.789875594564,bmw,x7,suv,cv,9512.618398807195
4,38122.099074998165,bmw,x7,suv,cv,9512.618398807195
4.5,42878.40827440176,bmw,x7,suv,cv,9512.618398807195
5,47634.71747380536,bmw,x7,suv,cv,9512.618398807195
5.5,52391.02667320895,bmw,x7,suv,cv,9512.618398807195
6,57147.33587261255,bmw,x7,suv,cv,9512.618398807195
6.5,61903.64507201615,bmw,x7,suv,cv,9512.618398807195
7,66659.95427141975,bmw,x7,suv,cv,9512.618398807195
7.5,71416.26347082334,bmw,x7,suv,cv,9512.618398807195
8,76172.57267022695,bmw,x7,suv,cv,9512.618398807195
8.5,80928.88186963054,bmw,x7,suv,cv,9512.618398807195
9,85685.19106903413,bmw,x7,suv,cv,9512.618398807195
2,147927.72778757667,hummer,h3,suv,cv,-9797.025650258813
2.5,143029.21496244727,hummer,h3,suv,cv,-9797.025650258813
3,138130.70213731786,hummer,h3,suv,cv,-9797.025650258813
3.5,133232.18931218845,hummer,h3,suv,cv,-9797.025650258813
4,128333.67648705906,hummer,h3,suv,cv,-9797.025650258813
4.5,123435.16366192965,hummer,h3,suv,cv,-9797.025650258813
5,118536.65083680024,hummer,h3,suv,cv,-9797.025650258813
5.5,113638.13801167083,hummer,h3,suv,cv,-9797.025650258813
6,108739.62518654144,hummer,h3,suv,cv,-9797.025650258813
6.5,103841.11236141203,hummer,h3,suv,cv,-9797.025650258813
7,98942.59953628262,hummer,h3,suv,cv,-9797.025650258813
7.5,94044.08671115321,hummer,h3,suv,cv,-9797.025650258813
8,89145.5738860238,hummer,h3,suv,cv,-9797.025650258813
8.5,84247.0610608944,hummer,h3,suv,cv,-9797.025650258813
9,79348.54823576499,hummer,h3,suv,cv,-9797.025650258813
2,14378.998790395344,land rover,defender,suv,cv,8966.43997361705
2.5,18862.218777203867,land rover,defender,suv,cv,8966.43997361705
3,23345.438764012393,land rover,defender,suv,cv,8966.43997361705
3.5,27828.65875082092,land rover,defender,suv,cv,8966.43997361705
4,32311.878737629446,land rover,defender,suv,cv,8966.43997361705
4.5,36795.09872443797,land rover,defender,suv,cv,8966.43997361705
5,41278.318711246495,land rover,defender,suv,cv,8966.43997361705
5.5,45761.538698055025,land rover,defender,suv,cv,8966.43997361705
6,50244.75868486355,land rover,defender,suv,cv,8966.43997361705
6.5,54727.97867167207,land rover,defender,suv,cv,8966.43997361705
7,59211.1986584806,land rover,defender,suv,cv,8966.43997361705
7.5,63694.41864528912,land rover,defender,suv,cv,8966.43997361705
8,68177.63863209765,land rover,defender,suv,cv,8966.43997361705
8.5,72660.85861890618,land rover,defender,suv,cv,8966.43997361705
9,77144.0786057147,land rover,defender,suv,cv,8966.43997361705
2,-44434.239941285865,mercury,mountaineer,suv,cv,21996.421474578783
2.5,-33436.02920399647,mercury,mountaineer,suv,cv,21996.421474578783
3,-22437.818466707082,mercury,mountaineer,suv,cv,21996.421474578783
3.5,-11439.60772941769,mercury,mountaineer,suv,cv,21996.421474578783
4,-441.39699212829873,mercury,mountaineer,suv,cv,21996.421474578783
4.5,10556.813745161093,mercury,mountaineer,suv,cv,21996.421474578783
5,21555.024482450484,mercury,mountaineer,suv,cv,21996.421474578783
5.5,32553.235219739876,mercury,mountaineer,suv,cv,21996.421474578783
6,43551.44595702927,mercury,mountaineer,suv,cv,21996.421474578783
6.5,54549.65669431866,mercury,mountaineer,suv,cv,21996.421474578783
7,65547.86743160806,mercury,mountaineer,suv,cv,21996.421474578783
7.5,76546.07816889744,mercury,mountaineer,suv,cv,21996.421474578783
8,87544.28890618683,mercury,mountaineer,suv,cv,21996.421474578783
8.5,98542.49964347623,mercury,mountaineer,suv,cv,21996.421474578783
9,109540.71038076561,mercury,mountaineer,suv,cv,21996.421474578783
2,9037.887803364865,ford,bronco 4-door,suv,cv,9775.912514503643
2.5,13925.844060616688,ford,bronco 4-door,suv,cv,9775.912514503643
3,18813.80031786851,ford,bronco 4-door,suv,cv,9775.912514503643
3.5,23701.75657512033,ford,bronco 4-door,suv,cv,9775.912514503643
4,28589.71283237215,ford,bronco 4-door,suv,cv,9775.912514503643
4.5,33477.669089623974,ford,bronco 4-door,suv,cv,9775.912514503643
5,38365.62534687579,ford,bronco 4-door,suv,cv,9775.912514503643
5.5,43253.58160412762,ford,bronco 4-door,suv,cv,9775.912514503643
6,48141.53786137944,ford,bronco 4-door,suv,cv,9775.912514503643
6.5,53029.49411863126,ford,bronco 4-door,suv,cv,9775.912514503643
7,57917.45037588308,ford,bronco 4-door,suv,cv,9775.912514503643
7.5,62805.4066331349,ford,bronco 4-door,suv,cv,9775.912514503643
8,67693.36289038672,ford,bronco 4-door,suv,cv,9775.912514503643
8.5,72581.31914763854,ford,bronco 4-door,suv,cv,9775.912514503643
9,77469.27540489037,ford,bronco 4-door,suv,cv,9775.912514503643
2,14371.06995876853,jeep,wagoneer,suv,cv,24234.451927395858
2.5,26488.29592246646,jeep,wagoneer,suv,cv,24234.451927395858
3,38605.52188616439,jeep,wagoneer,suv,cv,24234.451927395858
3.5,50722.74784986232,jeep,wagoneer,suv,cv,24234.451927395858
4,62839.973813560246,jeep,wagoneer,suv,cv,24234.451927395858
4.5,74957.19977725818,jeep,wagoneer,suv,cv,24234.451927395858
5,87074.4257409561,jeep,wagoneer,suv,cv,24234.451927395858
5.5,99191.65170465404,jeep,wagoneer,suv,cv,24234.451927395858
6,111308.87766835195,jeep,wagoneer,suv,cv,24234.451927395858
6.5,123426.1036320499,jeep,wagoneer,suv,cv,24234.451927395858
7,135543.3295957478,jeep,wagoneer,suv,cv,24234.451927395858
7.5,147660.55555944575,jeep,wagoneer,suv,cv,24234.451927395858
8,159777.78152314367,jeep,wagoneer,suv,cv,24234.451927395858
8.5,171895.0074868416,jeep,wagoneer,suv,cv,24234.451927395858
9,184012.23345053953,jeep,wagoneer,suv,cv,24234.451927395858
2,16834.30618989063,jeep,grand cherokee l,suv,cv,10020.761103601832
2.5,21844.686741691545,jeep,grand cherokee l,suv,cv,10020.761103601832
3,26855.067293492462,jeep,grand cherokee l,suv,cv,10020.761103601832
3.5,31865.447845293376,jeep,grand cherokee l,suv,cv,10020.761103601832
4,36875.828397094294,jeep,grand cherokee l,suv,cv,10020.761103601832
4.5,41886.20894889521,jeep,grand cherokee l,suv,cv,10020.761103601832
5,46896.58950069612,jeep,grand cherokee l,suv,cv,10020.761103601832
5.5,51906.97005249704,jeep,grand cherokee l,suv,cv,10020.761103601832
6,56917.35060429796,jeep,grand cherokee l,suv,cv,10020.761103601832
6.5,61927.731156098875,jeep,grand cherokee l,suv,cv,10020.761103601832
7,66938.11170789979,jeep,grand cherokee l,suv,cv,10020.761103601832
7.5,71948.49225970071,jeep,grand cherokee l,suv,cv,10020.761103601832
8,76958.87281150161,jeep,grand cherokee l,suv,cv,10020.761103601832
8.5,81969.25336330253,jeep,grand cherokee l,suv,cv,10020.761103601832
9,86979.63391510345,jeep,grand cherokee l,suv,cv,10020.761103601832
2,22631.82979589197,jeep,grand cherokee wk,suv,cv,15310.629293399856
2.5,30287.144442591896,jeep,grand cherokee wk,suv,cv,15310.629293399856
3,37942.45908929182,jeep,grand cherokee wk,suv,cv,15310.629293399856
3.5,45597.77373599175,jeep,grand cherokee wk,suv,cv,15310.629293399856
4,53253.088382691676,jeep,grand cherokee wk,suv,cv,15310.629293399856
4.5,60908.40302939161,jeep,grand cherokee wk,suv,cv,15310.629293399856
5,68563.71767609153,jeep,grand cherokee wk,suv,cv,15310.629293399856
5.5,76219.03232279146,jeep,grand cherokee wk,suv,cv,15310.629293399856
6,83874.3469694914,jeep,grand cherokee wk,suv,cv,15310.629293399856
6.5,91529.66161619131,jeep,grand cherokee wk,suv,cv,15310.629293399856
7,99184.97626289124,jeep,grand cherokee wk,suv,cv,15310.629293399856
7.5,106840.29090959117,jeep,grand cherokee wk,suv,cv,15310.629293399856
8,114495.6055562911,jeep,grand cherokee wk,suv,cv,15310.629293399856
8.5,122150.92020299102,jeep,grand cherokee wk,suv,cv,15310.629293399856
9,129806.23484969095,jeep,grand cherokee wk,suv,cv,15310.629293399856
2,16523.882803732075,jeep,wrangler 4-door,suv,cv,12757.116061706762
2.5,22902.440834585454,jeep,wrangler 4-door,suv,cv,12757.116061706762
3,29280.998865438836,jeep,wrangler 4-door,suv,cv,12757.116061706762
3.5,35659.55689629222,jeep,wrangler 4-door,suv,cv,12757.116061706762
4,42038.114927145594,jeep,wrangler 4-door,suv,cv,12757.116061706762
4.5,48416.67295799898,jeep,wrangler 4-door,suv,cv,12757.116061706762
5,54795.23098885236,jeep,wrangler 4-door,suv,cv,12757.116061706762
5.5,61173.78901970574,jeep,wrangler 4-door,suv,cv,12757.116061706762
6,67552.34705055912,jeep,wrangler 4-door,suv,cv,12757.116061706762
6.5,73930.90508141251,jeep,wrangler 4-door,suv,cv,12757.116061706762
7,80309.46311226589,jeep,wrangler 4-door,suv,cv,12757.116061706762
7.5,86688.02114311926,jeep,wrangler 4-door,suv,cv,12757.116061706762
8,93066.57917397264,jeep,wrangler 4-door,suv,cv,12757.116061706762
8.5,99445.13720482602,jeep,wrangler 4-door,suv,cv,12757.116061706762
9,105823.6952356794,jeep,wrangler 4-door,suv,cv,12757.116061706762
2,21041.67411017288,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
2.5,28526.683047083487,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
3,36011.69198399409,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
3.5,43496.700920904696,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
4,50981.7098578153,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
4.5,58466.71879472591,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
5,65951.7277316365,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
5.5,73436.73666854712,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
6,80921.74560545772,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
6.5,88406.75454236833,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
7,95891.76347927893,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
7.5,103376.77241618955,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
8,110861.78135310014,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
8.5,118346.79029001074,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
9,125831.79922692136,chevrolet,silverado 1500 limited,pickup,cv,14970.01787382121
2,16958.960016963203,ram,ram 1500,pickup,cv,12588.785025922736
