HEAD
make,model,vehicle_type,powertrain,coef
7.5,85852.32436748227,toyota,highlander,cuv,cv,12639.10470169045
8,92171.8767183275,toyota,highlander,cuv,cv,12639.10470169045
8.5,98491.42906917272,toyota,highlander,cuv,cv,12639.10470169045
9,104810.98142001795,toyota,highlander,cuv,cv,12639.10470169045
2,13019.982509391091,acura,mdx,cuv,cv,13159.194479158628
2.5,19599.579748970405,acura,mdx,cuv,cv,13159.194479158628
3,26179.17698854972,acura,mdx,cuv,cv,13159.194479158628
3.5,32758.774228129034,acura,mdx,cuv,cv,13159.194479158628
4,39338.37146770835,acura,mdx,cuv,cv,13159.194479158628
4.5,45917.96870728766,acura,mdx,cuv,cv,13159.194479158628
5,52497.56594686698,acura,mdx,cuv,cv,13159.194479158628
5.5,59077.16318644629,acura,mdx,cuv,cv,13159.194479158628
6,65656.7604260256,acura,mdx,cuv,cv,13159.194479158628
6.5,72236.35766560491,acura,mdx,cuv,cv,13159.194479158628
7,78815.95490518423,acura,mdx,cuv,cv,13159.194479158628
7.5,85395.55214476355,acura,mdx,cuv,cv,13159.194479158628
8,91975.14938434286,acura,mdx,cuv,cv,13159.194479158628
8.5,98554.74662392217,acura,mdx,cuv,cv,13159.194479158628
9,105134.34386350149,acura,mdx,cuv,cv,13159.194479158628
2,21568.8716866094,dodge,journey,cuv,cv,13108.729116147057
2.5,28123.23624468293,dodge,journey,cuv,cv,13108.729116147057
3,34677.60080275645,dodge,journey,cuv,cv,13108.729116147057
3.5,41231.965360829985,dodge,journey,cuv,cv,13108.729116147057
4,47786.32991890351,dodge,journey,cuv,cv,13108.729116147057
4.5,54340.69447697704,dodge,journey,cuv,cv,13108.729116147057
5,60895.059035050566,dodge,journey,cuv,cv,13108.729116147057
5.5,67449.4235931241,dodge,journey,cuv,cv,13108.729116147057
6,74003.78815119763,dodge,journey,cuv,cv,13108.729116147057
6.5,80558.15270927115,dodge,journey,cuv,cv,13108.729116147057
7,87112.51726734468,dodge,journey,cuv,cv,13108.729116147057
7.5,93666.88182541821,dodge,journey,cuv,cv,13108.729116147057
8,100221.24638349174,dodge,journey,cuv,cv,13108.729116147057
8.5,106775.61094156526,dodge,journey,cuv,cv,13108.729116147057
9,113329.9754996388,dodge,journey,cuv,cv,13108.729116147057
2,9978.282427843256,lincoln,mkx,cuv,cv,12002.460109143038
2.5,15979.512482414775,lincoln,mkx,cuv,cv,12002.460109143038
3,21980.742536986294,lincoln,mkx,cuv,cv,12002.460109143038
3.5,27981.972591557813,lincoln,mkx,cuv,cv,12002.460109143038
4,33983.20264612933,lincoln,mkx,cuv,cv,12002.460109143038
4.5,39984.432700700854,lincoln,mkx,cuv,cv,12002.460109143038
5,45985.662755272366,lincoln,mkx,cuv,cv,12002.460109143038
5.5,51986.89280984389,lincoln,mkx,cuv,cv,12002.460109143038
6,57988.1228644154,lincoln,mkx,cuv,cv,12002.460109143038
6.5,63989.35291898693,lincoln,mkx,cuv,cv,12002.460109143038
7,69990.58297355844,lincoln,mkx,cuv,cv,12002.460109143038
7.5,75991.81302812997,lincoln,mkx,cuv,cv,12002.460109143038
8,81993.04308270148,lincoln,mkx,cuv,cv,12002.460109143038
8.5,87994.273137273,lincoln,mkx,cuv,cv,12002.460109143038
9,93995.50319184452,lincoln,mkx,cuv,cv,12002.460109143038
2,14911.592133455211,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
2.5,19355.063714453387,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
3,23798.535295451562,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
3.5,28242.00687644974,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
4,32685.478457447916,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
4.5,37128.95003844609,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
5,41572.42161944427,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
5.5,46015.89320044244,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
6,50459.36478144062,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
6.5,54902.8363624388,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
7,59346.30794343697,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
7.5,63789.77952443515,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
8,68233.25110543333,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
8.5,72676.7226864315,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
9,77120.19426742967,mercedes-benz,glc-class,cuv,cv,8886.9431619963525
2,27241.27601690619,mitsubishi,outlander,cuv,cv,11366.793983531674
2.5,32924.67300867203,mitsubishi,outlander,cuv,cv,11366.793983531674
3,38608.07000043787,mitsubishi,outlander,cuv,cv,11366.793983531674
3.5,44291.4669922037,mitsubishi,outlander,cuv,cv,11366.793983531674
4,49974.86398396954,mitsubishi,outlander,cuv,cv,11366.793983531674
4.5,55658.26097573538,mitsubishi,outlander,cuv,cv,11366.793983531674
5,61341.65796750121,mitsubishi,outlander,cuv,cv,11366.793983531674
5.5,67025.05495926706,mitsubishi,outlander,cuv,cv,11366.793983531674
6,72708.45195103288,mitsubishi,outlander,cuv,cv,11366.793983531674
6.5,78391.84894279872,mitsubishi,outlander,cuv,cv,11366.793983531674
7,84075.24593456456,mitsubishi,outlander,cuv,cv,11366.793983531674
7.5,89758.6429263304,mitsubishi,outlander,cuv,cv,11366.793983531674
8,95442.03991809624,mitsubishi,outlander,cuv,cv,11366.793983531674
8.5,101125.43690986207,mitsubishi,outlander,cuv,cv,11366.793983531674
9,106808.8339016279,mitsubishi,outlander,cuv,cv,11366.793983531674
2,25249.665039810545,mitsubishi,outlander sport,cuv,cv,10236.101755221265
2.5,30367.715917421177,mitsubishi,outlander sport,cuv,cv,10236.101755221265
3,35485.76679503181,mitsubishi,outlander sport,cuv,cv,10236.101755221265
3.5,40603.81767264244,mitsubishi,outlander sport,cuv,cv,10236.101755221265
4,45721.86855025307,mitsubishi,outlander sport,cuv,cv,10236.101755221265
4.5,50839.91942786371,mitsubishi,outlander sport,cuv,cv,10236.101755221265
5,55957.97030547434,mitsubishi,outlander sport,cuv,cv,10236.101755221265
5.5,61076.02118308497,mitsubishi,outlander sport,cuv,cv,10236.101755221265
6,66194.0720606956,mitsubishi,outlander sport,cuv,cv,10236.101755221265
6.5,71312.12293830623,mitsubishi,outlander sport,cuv,cv,10236.101755221265
7,76430.17381591687,mitsubishi,outlander sport,cuv,cv,10236.101755221265
7.5,81548.2246935275,mitsubishi,outlander sport,cuv,cv,10236.101755221265
8,86666.27557113813,mitsubishi,outlander sport,cuv,cv,10236.101755221265
8.5,91784.32644874876,mitsubishi,outlander sport,cuv,cv,10236.101755221265
9,96902.3773263594,mitsubishi,outlander sport,cuv,cv,10236.101755221265
2,19160.397670665898,nissan,rogue,cuv,cv,11434.4840362404
2.5,24877.639688786097,nissan,rogue,cuv,cv,11434.4840362404
3,30594.881706906297,nissan,rogue,cuv,cv,11434.4840362404
3.5,36312.1237250265,nissan,rogue,cuv,cv,11434.4840362404
4,42029.3657431467,nissan,rogue,cuv,cv,11434.4840362404
4.5,47746.607761266896,nissan,rogue,cuv,cv,11434.4840362404
5,53463.8497793871,nissan,rogue,cuv,cv,11434.4840362404
5.5,59181.091797507295,nissan,rogue,cuv,cv,11434.4840362404
6,64898.3338156275,nissan,rogue,cuv,cv,11434.4840362404
6.5,70615.5758337477,nissan,rogue,cuv,cv,11434.4840362404
7,76332.81785186789,nissan,rogue,cuv,cv,11434.4840362404
7.5,82050.0598699881,nissan,rogue,cuv,cv,11434.4840362404
8,87767.3018881083,nissan,rogue,cuv,cv,11434.4840362404
8.5,93484.5439062285,nissan,rogue,cuv,cv,11434.4840362404
9,99201.78592434869,nissan,rogue,cuv,cv,11434.4840362404
2,16309.852448160811,nissan,murano,cuv,cv,11567.196833070933
2.5,22093.45086469628,nissan,murano,cuv,cv,11567.196833070933
3,27877.049281231746,nissan,murano,cuv,cv,11567.196833070933
3.5,33660.647697767214,nissan,murano,cuv,cv,11567.196833070933
4,39444.24611430268,nissan,murano,cuv,cv,11567.196833070933
4.5,45227.84453083815,nissan,murano,cuv,cv,11567.196833070933
5,51011.44294737361,nissan,murano,cuv,cv,11567.196833070933
5.5,56795.04136390908,nissan,murano,cuv,cv,11567.196833070933
6,62578.639780444544,nissan,murano,cuv,cv,11567.196833070933
6.5,68362.23819698,nissan,murano,cuv,cv,11567.196833070933
7,74145.83661351548,nissan,murano,cuv,cv,11567.196833070933
7.5,79929.43503005094,nissan,murano,cuv,cv,11567.196833070933
8,85713.03344658641,nissan,murano,cuv,cv,11567.196833070933
8.5,91496.63186312187,nissan,murano,cuv,cv,11567.196833070933
9,97280.23027965735,nissan,murano,cuv,cv,11567.196833070933
2,15209.782834924285,toyota,venza,cuv,cv,12240.34689585209
2.5,21329.95628285033,toyota,venza,cuv,cv,12240.34689585209
3,27450.129730776374,toyota,venza,cuv,cv,12240.34689585209
3.5,33570.30317870242,toyota,venza,cuv,cv,12240.34689585209
4,39690.476626628464,toyota,venza,cuv,cv,12240.34689585209
4.5,45810.650074554505,toyota,venza,cuv,cv,12240.34689585209
5,51930.823522480554,toyota,venza,cuv,cv,12240.34689585209
5.5,58050.9969704066,toyota,venza,cuv,cv,12240.34689585209
6,64171.170418332644,toyota,venza,cuv,cv,12240.34689585209
6.5,70291.34386625869,toyota,venza,cuv,cv,12240.34689585209
7,76411.51731418473,toyota,venza,cuv,cv,12240.34689585209
7.5,82531.69076211078,toyota,venza,cuv,cv,12240.34689585209
8,88651.86421003682,toyota,venza,cuv,cv,12240.34689585209
8.5,94772.03765796286,toyota,venza,cuv,cv,12240.34689585209
9,100892.21110588891,toyota,venza,cuv,cv,12240.34689585209
2,13623.667587487282,mini,countryman,cuv,cv,9944.194455690496
2.5,18595.764815332528,mini,countryman,cuv,cv,9944.194455690496
3,23567.862043177778,mini,countryman,cuv,cv,9944.194455690496
3.5,28539.959271023024,mini,countryman,cuv,cv,9944.194455690496
4,33512.056498868275,mini,countryman,cuv,cv,9944.194455690496
4.5,38484.15372671352,mini,countryman,cuv,cv,9944.194455690496
5,43456.25095455877,mini,countryman,cuv,cv,9944.194455690496
5.5,48428.34818240402,mini,countryman,cuv,cv,9944.194455690496
6,53400.44541024927,mini,countryman,cuv,cv,9944.194455690496
6.5,58372.542638094514,mini,countryman,cuv,cv,9944.194455690496
7,63344.63986593976,mini,countryman,cuv,cv,9944.194455690496
7.5,68316.737093785,mini,countryman,cuv,cv,9944.194455690496
8,73288.83432163026,mini,countryman,cuv,cv,9944.194455690496
8.5,78260.93154947551,mini,countryman,cuv,cv,9944.194455690496
9,83233.02877732075,mini,countryman,cuv,cv,9944.194455690496
2,14575.85637341233,audi,q7,cuv,cv,12346.890635903506
2.5,20749.301691364082,audi,q7,cuv,cv,12346.890635903506
3,26922.747009315837,audi,q7,cuv,cv,12346.890635903506
3.5,33096.19232726759,audi,q7,cuv,cv,12346.890635903506
4,39269.63764521934,audi,q7,cuv,cv,12346.890635903506
4.5,45443.082963171095,audi,q7,cuv,cv,12346.890635903506
5,51616.52828112285,audi,q7,cuv,cv,12346.890635903506
5.5,57789.973599074605,audi,q7,cuv,cv,12346.890635903506
6,63963.418917026356,audi,q7,cuv,cv,12346.890635903506
6.5,70136.86423497811,audi,q7,cuv,cv,12346.890635903506
7,76310.30955292986,audi,q7,cuv,cv,12346.890635903506
7.5,82483.75487088162,audi,q7,cuv,cv,12346.890635903506
8,88657.20018883338,audi,q7,cuv,cv,12346.890635903506
8.5,94830.64550678512,audi,q7,cuv,cv,12346.890635903506
9,101004.09082473688,audi,q7,cuv,cv,12346.890635903506
2,10863.463765716337,bmw,x1,cuv,cv,10572.821104472188
2.5,16149.874317952432,bmw,x1,cuv,cv,10572.821104472188
3,21436.284870188523,bmw,x1,cuv,cv,10572.821104472188
3.5,26722.69542242462,bmw,x1,cuv,cv,10572.821104472188
4,32009.105974660713,bmw,x1,cuv,cv,10572.821104472188
4.5,37295.516526896805,bmw,x1,cuv,cv,10572.821104472188
5,42581.9270791329,bmw,x1,cuv,cv,10572.821104472188
5.5,47868.337631368995,bmw,x1,cuv,cv,10572.821104472188
6,53154.74818360509,bmw,x1,cuv,cv,10572.821104472188
6.5,58441.158735841185,bmw,x1,cuv,cv,10572.821104472188
7,63727.56928807728,bmw,x1,cuv,cv,10572.821104472188
7.5,69013.97984031338,bmw,x1,cuv,cv,10572.821104472188
8,74300.39039254947,bmw,x1,cuv,cv,10572.821104472188
8.5,79586.80094478556,bmw,x1,cuv,cv,10572.821104472188
9,84873.21149702165,bmw,x1,cuv,cv,10572.821104472188
2,19737.896174298923,ford,edge,cuv,cv,11219.96733721894
2.5,25347.879842908394,ford,edge,cuv,cv,11219.96733721894
3,30957.863511517866,ford,edge,cuv,cv,11219.96733721894
3.5,36567.84718012733,ford,edge,cuv,cv,11219.96733721894
4,42177.830848736805,ford,edge,cuv,cv,11219.96733721894
4.5,47787.814517346276,ford,edge,cuv,cv,11219.96733721894
5,53397.79818595575,ford,edge,cuv,cv,11219.96733721894
5.5,59007.78185456522,ford,edge,cuv,cv,11219.96733721894
6,64617.76552317469,ford,edge,cuv,cv,11219.96733721894
6.5,70227.74919178415,ford,edge,cuv,cv,11219.96733721894
7,75837.73286039363,ford,edge,cuv,cv,11219.96733721894
7.5,81447.7165290031,ford,edge,cuv,cv,11219.96733721894
8,87057.70019761258,ford,edge,cuv,cv,11219.96733721894
8.5,92667.68386622204,ford,edge,cuv,cv,11219.96733721894
9,98277.6675348315,ford,edge,cuv,cv,11219.96733721894
2,19198.43436861627,hyundai,kona,cuv,cv,9433.203230360356
2.5,23915.035983796446,hyundai,kona,cuv,cv,9433.203230360356
3,28631.637598976624,hyundai,kona,cuv,cv,9433.203230360356
3.5,33348.239214156805,hyundai,kona,cuv,cv,9433.203230360356
4,38064.84082933698,hyundai,kona,cuv,cv,9433.203230360356
4.5,42781.44244451716,hyundai,kona,cuv,cv,9433.203230360356
5,47498.044059697335,hyundai,kona,cuv,cv,9433.203230360356
5.5,52214.645674877516,hyundai,kona,cuv,cv,9433.203230360356
6,56931.24729005769,hyundai,kona,cuv,cv,9433.203230360356
6.5,61647.84890523787,hyundai,kona,cuv,cv,9433.203230360356
7,66364.45052041805,hyundai,kona,cuv,cv,9433.203230360356
7.5,71081.05213559822,hyundai,kona,cuv,cv,9433.203230360356
8,75797.65375077841,hyundai,kona,cuv,cv,9433.203230360356
8.5,80514.25536595858,hyundai,kona,cuv,cv,9433.203230360356
9,85230.85698113876,hyundai,kona,cuv,cv,9433.203230360356
2,17705.412886286005,hyundai,tucson,cuv,cv,11099.854157085178
2.5,23255.339964828596,hyundai,tucson,cuv,cv,11099.854157085178
3,28805.267043371183,hyundai,tucson,cuv,cv,11099.854157085178
3.5,34355.19412191377,hyundai,tucson,cuv,cv,11099.854157085178
4,39905.121200456364,hyundai,tucson,cuv,cv,11099.854157085178
4.5,45455.04827899895,hyundai,tucson,cuv,cv,11099.854157085178
5,51004.97535754154,hyundai,tucson,cuv,cv,11099.854157085178
5.5,56554.90243608413,hyundai,tucson,cuv,cv,11099.854157085178
6,62104.82951462672,hyundai,tucson,cuv,cv,11099.854157085178
6.5,67654.75659316931,hyundai,tucson,cuv,cv,11099.854157085178
7,73204.6836717119,hyundai,tucson,cuv,cv,11099.854157085178
7.5,78754.61075025448,hyundai,tucson,cuv,cv,11099.854157085178
8,84304.53782879707,hyundai,tucson,cuv,cv,11099.854157085178
8.5,89854.46490733966,hyundai,tucson,cuv,cv,11099.854157085178
9,95404.39198588225,hyundai,tucson,cuv,cv,11099.854157085178
2,13114.359283651856,mercedes-benz,glk-class,cuv,cv,10696.326169832846
2.5,18462.52236856828,mercedes-benz,glk-class,cuv,cv,10696.326169832846
3,23810.6854534847,mercedes-benz,glk-class,cuv,cv,10696.326169832846
3.5,29158.848538401126,mercedes-benz,glk-class,cuv,cv,10696.326169832846
4,34507.01162331755,mercedes-benz,glk-class,cuv,cv,10696.326169832846
4.5,39855.17470823397,mercedes-benz,glk-class,cuv,cv,10696.326169832846
5,45203.33779315039,mercedes-benz,glk-class,cuv,cv,10696.326169832846
5.5,50551.500878066814,mercedes-benz,glk-class,cuv,cv,10696.326169832846
6,55899.66396298324,mercedes-benz,glk-class,cuv,cv,10696.326169832846
6.5,61247.827047899664,mercedes-benz,glk-class,cuv,cv,10696.326169832846
7,66595.99013281609,mercedes-benz,glk-class,cuv,cv,10696.326169832846
7.5,71944.15321773251,mercedes-benz,glk-class,cuv,cv,10696.326169832846
8,77292.31630264893,mercedes-benz,glk-class,cuv,cv,10696.326169832846
8.5,82640.47938756536,mercedes-benz,glk-class,cuv,cv,10696.326169832846
9,87988.64247248178,mercedes-benz,glk-class,cuv,cv,10696.326169832846
2,15927.133070986307,mercedes-benz,m-class,cuv,cv,10906.91473120239
2.5,21380.590436587503,mercedes-benz,m-class,cuv,cv,10906.91473120239
3,26834.047802188696,mercedes-benz,m-class,cuv,cv,10906.91473120239
3.5,32287.505167789892,mercedes-benz,m-class,cuv,cv,10906.91473120239
4,37740.96253339109,mercedes-benz,m-class,cuv,cv,10906.91473120239
4.5,43194.41989899228,mercedes-benz,m-class,cuv,cv,10906.91473120239
5,48647.87726459348,mercedes-benz,m-class,cuv,cv,10906.91473120239
5.5,54101.33463019467,mercedes-benz,m-class,cuv,cv,10906.91473120239
6,59554.791995795866,mercedes-benz,m-class,cuv,cv,10906.91473120239
6.5,65008.249361397066,mercedes-benz,m-class,cuv,cv,10906.91473120239
7,70461.70672699827,mercedes-benz,m-class,cuv,cv,10906.91473120239
7.5,75915.16409259946,mercedes-benz,m-class,cuv,cv,10906.91473120239
8,81368.62145820065,mercedes-benz,m-class,cuv,cv,10906.91473120239
8.5,86822.07882380184,mercedes-benz,m-class,cuv,cv,10906.91473120239
9,92275.53618940304,mercedes-benz,m-class,cuv,cv,10906.91473120239
2,13704.513961267516,subaru,crosstrek,cuv,cv,11803.871636366073
2.5,19606.44977945055,subaru,crosstrek,cuv,cv,11803.871636366073
3,25508.38559763359,subaru,crosstrek,cuv,cv,11803.871636366073
3.5,31410.321415816627,subaru,crosstrek,cuv,cv,11803.871636366073
4,37312.25723399966,subaru,crosstrek,cuv,cv,11803.871636366073
4.5,43214.1930521827,subaru,crosstrek,cuv,cv,11803.871636366073
5,49116.128870365734,subaru,crosstrek,cuv,cv,11803.871636366073
5.5,55018.06468854877,subaru,crosstrek,cuv,cv,11803.871636366073
6,60920.00050673181,subaru,crosstrek,cuv,cv,11803.871636366073
6.5,66821.93632491484,subaru,crosstrek,cuv,cv,11803.871636366073
7,72723.87214309788,subaru,crosstrek,cuv,cv,11803.871636366073
7.5,78625.80796128092,subaru,crosstrek,cuv,cv,11803.871636366073
8,84527.74377946396,subaru,crosstrek,cuv,cv,11803.871636366073
8.5,90429.67959764699,subaru,crosstrek,cuv,cv,11803.871636366073
9,96331.61541583003,subaru,crosstrek,cuv,cv,11803.871636366073
2,17336.2843932007,nissan,rogue sport,cuv,cv,9863.937841429573
2.5,22268.253313915488,nissan,rogue sport,cuv,cv,9863.937841429573
3,27200.222234630273,nissan,rogue sport,cuv,cv,9863.937841429573
3.5,32132.191155345063,nissan,rogue sport,cuv,cv,9863.937841429573
4,37064.160076059845,nissan,rogue sport,cuv,cv,9863.937841429573
4.5,41996.128996774634,nissan,rogue sport,cuv,cv,9863.937841429573
5,46928.097917489424,nissan,rogue sport,cuv,cv,9863.937841429573
5.5,51860.066838204206,nissan,rogue sport,cuv,cv,9863.937841429573
6,56792.035758918995,nissan,rogue sport,cuv,cv,9863.937841429573
6.5,61724.004679633785,nissan,rogue sport,cuv,cv,9863.937841429573
7,66655.97360034857,nissan,rogue sport,cuv,cv,9863.937841429573
7.5,71587.94252106335,nissan,rogue sport,cuv,cv,9863.937841429573
8,76519.91144177814,nissan,rogue sport,cuv,cv,9863.937841429573
8.5,81451.88036249293,nissan,rogue sport,cuv,cv,9863.937841429573
9,86383.84928320772,nissan,rogue sport,cuv,cv,9863.937841429573
2,13547.898091604891,audi,q3,cuv,cv,10505.294350822767
2.5,18800.545267016274,audi,q3,cuv,cv,10505.294350822767
3,24053.19244242766,audi,q3,cuv,cv,10505.294350822767
3.5,29305.839617839043,audi,q3,cuv,cv,10505.294350822767
4,34558.48679325043,audi,q3,cuv,cv,10505.294350822767
4.5,39811.13396866181,audi,q3,cuv,cv,10505.294350822767
5,45063.78114407319,audi,q3,cuv,cv,10505.294350822767
5.5,50316.42831948458,audi,q3,cuv,cv,10505.294350822767
6,55569.07549489596,audi,q3,cuv,cv,10505.294350822767
6.5,60821.72267030735,audi,q3,cuv,cv,10505.294350822767
7,66074.36984571873,audi,q3,cuv,cv,10505.294350822767
7.5,71327.01702113012,audi,q3,cuv,cv,10505.294350822767
8,76579.66419654149,audi,q3,cuv,cv,10505.294350822767
8.5,81832.31137195288,audi,q3,cuv,cv,10505.294350822767
9,87084.95854736427,audi,q3,cuv,cv,10505.294350822767
2,11848.855003243147,audi,q5,cuv,cv,11651.900855077954
2.5,17674.805430782122,audi,q5,cuv,cv,11651.900855077954
3,23500.7558583211,audi,q5,cuv,cv,11651.900855077954
3.5,29326.706285860077,audi,q5,cuv,cv,11651.900855077954
4,35152.656713399054,audi,q5,cuv,cv,11651.900855077954
4.5,40978.60714093803,audi,q5,cuv,cv,11651.900855077954
5,46804.55756847701,audi,q5,cuv,cv,11651.900855077954
5.5,52630.507996015986,audi,q5,cuv,cv,11651.900855077954
6,58456.45842355496,audi,q5,cuv,cv,11651.900855077954
6.5,64282.40885109394,audi,q5,cuv,cv,11651.900855077954
7,70108.35927863292,audi,q5,cuv,cv,11651.900855077954
7.5,75934.3097061719,audi,q5,cuv,cv,11651.900855077954
8,81760.26013371088,audi,q5,cuv,cv,11651.900855077954
8.5,87586.21056124986,audi,q5,cuv,cv,11651.900855077954
9,93412.16098878883,audi,q5,cuv,cv,11651.900855077954
2,10338.37083690089,lexus,rx,cuv,cv,11220.527707849447
2.5,15948.634690825613,lexus,rx,cuv,cv,11220.527707849447
3,21558.898544750336,lexus,rx,cuv,cv,11220.527707849447
3.5,27169.16239867506,lexus,rx,cuv,cv,11220.527707849447
4,32779.426252599784,lexus,rx,cuv,cv,11220.527707849447
4.5,38389.690106524504,lexus,rx,cuv,cv,11220.527707849447
5,43999.95396044923,lexus,rx,cuv,cv,11220.527707849447
5.5,49610.21781437396,lexus,rx,cuv,cv,11220.527707849447
6,55220.48166829868,lexus,rx,cuv,cv,11220.527707849447
